run,type,sandbox_idle_timeout_s,ablate,sandbox_cold_start_s,rate_per_min,think_snr,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,5,992,725,51,0.06572164948453608,0.24519230769230768,725,59.5186619658125,4357.139391326038,20.033293791778526,600.0000000000005,0,1209,1,0,0,0.026587762490301564,0.2404824465969168,4067627402.1637144,0.0,0,0.0,0.0,0.0,0.0,313,4,0.34233315360184124,0.3772149102800458,0.7097142291949948,0.2984161451602247,395.4545454545455,0.33
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,6,605,445,26,0.055201698513800426,0.1925925925925926,445,133.82581292219857,3198.427637026624,19.285499154294953,600.0000000000005,0,599,0,0,0,0.01542621289949187,0.42370771252119915,3979008426.4927135,0.0,0,0.0,0.0,0.0,0.0,221,21,0.3844952884036298,0.41854580046470385,0.5383991590585341,0.24796657303756767,242.72727272727275,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,7,719,491,20,0.03913894324853229,0.11428571428571428,491,139.07307509827388,2785.935389571613,18.720412001080696,600.0000000000005,0,646,1,0,0,0.009138679123114078,0.3418536929846733,3442886007.413887,0.0,0,0.0,0.0,0.0,0.0,232,15,0.3758776699657566,0.38877417870989545,0.5742510470894846,0.27059790851823856,267.8181818181818,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,8,817,621,32,0.04900459418070444,0.16853932584269662,621,102.95075145866576,3719.124904724394,15.22643054834782,600.0000000000005,0,761,0,0,0,0.013458289841961393,0.42395525883499585,4559172815.5572195,0.0,0,0.0,0.0,0.0,0.0,267,5,0.3830564499082377,0.41228297561829963,0.6109508293471575,0.2534501161225141,338.72727272727275,0.25
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,9,806,592,38,0.06031746031746032,0.20218579234972678,592,137.32698656546745,3739.9856392022243,6.218600624669337,600.0000000000005,0,856,0,0,0,0.013116328439465863,0.3075354586532756,4563563754.199722,0.0,0,0.0,0.0,0.0,0.0,259,9,0.36800207165918924,0.4017064512737694,0.6062490548311642,0.2788311377147522,322.90909090909093,0.27
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,300,,3.0,2.0,0.0,reactive_gate,10,666,539,14,0.02531645569620253,0.11023622047244094,539,129.25148044641446,2402.496625470805,3.5821736886688034,600.0000000000005,0,321,1,0,0,0.011036604437468404,0.28732365035189206,4531423139.6691675,0.0,0,0.0,0.0,0.0,0.0,222,16,0.4399231885699153,0.4613168057824149,0.539261039214258,0.2918974013979209,294.0,0.18
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,1,609,477,8,0.016494845360824743,0.05185185185185185,477,207.1266525414694,2246.035056370087,28.146696988126994,600.0000000000005,0,308,1,0,0,0.01816582439768404,0.31154469268745116,3452450232.498527,0.0,0,0.0,0.0,0.0,0.0,289,9,0.4727294877075626,0.4787401154703896,0.6117666613935833,0.2414653667897197,260.1818181818182,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,2,684,498,19,0.0367504835589942,0.14074074074074075,498,160.02330983862726,3611.526846535154,10.24512856878265,600.0000000000005,0,492,1,0,0,0.009302466552737107,0.3031643311523123,2953854915.6199217,0.0,0,0.0,0.0,0.0,0.0,258,26,0.3983936598900834,0.4195018328231791,0.5974180682668027,0.26537471706355176,271.6363636363636,0.22
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,3,758,544,33,0.05719237435008666,0.2,544,56.776525875602886,2954.950149191214,3.4386544170698046,600.0000000000005,0,623,0,0,0,0.012650951325851464,0.45280604054636214,5538651702.992593,0.0,0,0.0,0.0,0.0,0.0,229,22,0.39787757892798764,0.4271936855196821,0.49506118765378143,0.2264126095226491,296.72727272727275,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,4,724,571,16,0.027257240204429302,0.09615384615384616,571,71.02836467074576,2251.4038700835595,1.5228587205783033,600.0000000000005,0,322,0,0,0,0.01586548154133978,0.3517501796761173,5254409361.532712,0.0,0,0.0,0.0,0.0,0.0,206,21,0.4563602355736526,0.4722514321595138,0.5242365066166472,0.2442485456166793,311.45454545454544,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,5,973,721,46,0.05997392438070404,0.22115384615384615,721,58.31615237727556,3713.3991225324035,14.53249457945094,600.0000000000005,0,1169,0,0,0,0.018529191667870506,0.2409231701087736,4483908250.330435,0.0,0,0.0,0.0,0.0,0.0,274,5,0.3541374443346757,0.3892466016381334,0.6612614370831714,0.30167049186860917,393.2727272727273,0.32
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,6,625,469,24,0.0486815415821501,0.1643835616438356,469,153.59230600496085,3607.083576318125,3.455093334747744,600.0000000000005,0,628,0,0,0,0.012072733474049937,0.4159543695993656,4537457466.881044,0.0,0,0.0,0.0,0.0,0.0,213,24,0.3861328616488516,0.41476637312126297,0.5125273244585276,0.2564520224909244,255.81818181818184,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,7,734,517,22,0.04081632653061224,0.12154696132596685,517,125.26029407573924,2747.4511781069727,0.0,600.0000000000005,0,615,0,0,0,0.012765660378559116,0.3123373652984931,4536673070.399018,0.0,0,0.0,0.0,0.0,0.0,203,17,0.40432045454505394,0.42259656200236384,0.5248997984735172,0.2662149696646032,282.0,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,8,794,578,35,0.057096247960848286,0.19411764705882353,578,93.71330897963708,3755.675182219425,1.911499829330591,600.0000000000005,0,809,0,0,0,0.02401682610055542,0.43242549862122104,6238603838.477404,0.0,0,0.0,0.0,0.0,0.0,260,5,0.371802217230254,0.4037191577146669,0.5429548172227079,0.254798974064418,315.2727272727273,0.25
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,9,830,597,48,0.07441860465116279,0.2553191489361702,597,131.56627017270694,3693.4786799471603,23.31040213318263,600.0000000000005,0,920,1,0,0,0.014732705818714591,0.3022984211333961,3362922688.515576,0.0,0,0.0,0.0,0.0,0.0,275,6,0.35064649929720093,0.39240531812919843,0.6521621525673401,0.2560936324678749,325.6363636363636,0.27
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=3.0_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,300,,3.0,2.0,0.9,reactive_gate,10,655,521,15,0.027985074626865673,0.1271186440677966,521,147.523179599787,2383.916934960732,11.82341325127642,600.0000000000005,0,358,0,0,0,0.00804446094186467,0.26735571163436767,4015620090.3324876,0.0,0,0.0,0.0,0.0,0.0,244,10,0.4660818760534305,0.48705230534832883,0.5774659500938877,0.27491743525372364,284.1818181818182,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,1,612,485,8,0.016227180527383367,0.058394160583941604,485,175.7081786145427,2124.103145651925,24.363386886816677,600.0000000000005,0,278,1,0,0,0.002520093184640315,0.343903937950245,3833044019.285392,0.0,0,0.0,0.0,0.0,0.0,271,30,0.5145053036723043,0.5281025610532544,0.5850527847100816,0.25874231981740914,264.54545454545456,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,2,694,517,25,0.046125461254612546,0.17647058823529413,517,134.82299227531894,2496.3158008374185,13.89520524024104,600.0000000000005,0,455,1,0,0,0.029927452606696547,0.26242844490510403,2920881808.810439,0.0,0,0.0,0.0,0.0,0.0,238,19,0.4133693574189091,0.4409393954748981,0.5814932820553289,0.304301051961584,282.0,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,3,762,557,33,0.05593220338983051,0.18012422360248448,557,73.61697849606662,3663.5312513564004,0.0,600.0000000000005,0,626,0,0,0,0.025998890498695398,0.43256145349683744,4770338089.001862,0.0,0,0.0,0.0,0.0,0.0,275,16,0.39365177441568067,0.4234196924801494,0.5344770097246504,0.26321283594898903,303.8181818181818,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,4,685,551,9,0.01607142857142857,0.050955414012738856,551,99.09375795933101,2214.724202988736,2.6920227918071373,600.0000000000005,0,245,1,0,0,0.013412549245880095,0.31022589018391356,5074009109.229729,0.0,0,0.0,0.0,0.0,0.0,214,17,0.5056801635705738,0.5166230643367488,0.5165126950555232,0.29454967131302345,300.54545454545456,0.18
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,5,973,703,48,0.06391478029294274,0.23039215686274508,703,66.80663709793362,4263.943432212782,25.220901427156885,600.0000000000005,0,1253,1,0,0,0.014454266794359604,0.2887659261879176,3900550078.7612343,0.0,0,0.0,0.0,0.0,0.0,310,4,0.3435226421081997,0.37914753799291223,0.7085382027000777,0.29883733361177306,383.4545454545455,0.33
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,6,589,427,31,0.06768558951965066,0.22627737226277372,427,153.59230600496085,3630.9945182568235,21.00924096267264,600.0000000000005,0,608,1,0,0,0.014069674809777428,0.39231995454728164,4117816817.959609,0.0,0,0.0,0.0,0.0,0.0,226,20,0.39646465200687697,0.4394489477459544,0.5460971823240417,0.27599389775112637,232.9090909090909,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,7,732,517,20,0.037243947858473,0.10810810810810811,517,149.753659386766,3042.5097864783224,13.913706336817617,600.0000000000005,0,640,0,0,0,0.009178310420170983,0.30735405344341016,3824928546.115045,0.0,0,0.0,0.0,0.0,0.0,218,15,0.3914902323024975,0.40497438496605426,0.5704753223905724,0.2962532266888561,282.0,0.24
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,8,809,606,35,0.054602184087363496,0.18994413407821228,606,102.03709719540677,3713.467499659139,15.793167079856493,600.0000000000005,0,797,0,0,0,0.015416266085878597,0.4326053724591814,4376005438.857455,0.0,0,0.0,0.0,0.0,0.0,256,3,0.3844237246900384,0.41842811764799526,0.6096119341087154,0.2525887459693017,330.54545454545456,0.25
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,9,814,608,37,0.05736434108527132,0.19672131147540983,608,147.06208386751086,3770.907206726356,17.493496404498696,600.0000000000005,0,816,1,0,0,0.010766581486240724,0.2612810683174488,3422340342.23363,0.0,0,0.0,0.0,0.0,0.0,284,11,0.3844982713385024,0.41845485464550003,0.6507619944598226,0.28933607547817375,331.6363636363636,0.28
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,300,,30.0,2.0,0.0,reactive_gate,10,657,533,11,0.02022058823529412,0.08943089430894309,533,127.91682464068344,2299.045749662106,1.7446526526008896,600.0000000000005,0,327,0,0,0,0.009323202598973948,0.27532085775891596,4912071897.587987,0.0,0,0.0,0.0,0.0,0.0,221,3,0.46362148588370433,0.48056245097593997,0.5308731965123997,0.31249127253657905,290.72727272727275,0.18
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,1,588,460,11,0.02335456475583864,0.07246376811594203,460,214.5156565729926,2715.579109269101,24.406129187912295,600.0000000000005,0,329,0,0,0,0.012278081253006421,0.3027142627183192,3427604243.15336,0.0,0,0.0,0.0,0.0,0.0,286,9,0.48000832938833277,0.49450882657852857,0.6023949546911422,0.26707990277686916,250.9090909090909,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,2,680,493,19,0.037109375,0.1450381679389313,493,166.1109268679511,3423.8048207533775,12.110641511617658,600.0000000000005,0,521,2,0,0,0.007703949892761044,0.2752823303604555,3080936606.541987,0.0,0,0.0,0.0,0.0,0.0,252,25,0.39290878799121526,0.41422357867863147,0.5896301782286001,0.28239927279373267,268.90909090909093,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,3,752,545,38,0.06518010291595197,0.21686746987951808,545,67.58156708754268,3074.352911416122,7.581545665123146,600.0000000000005,0,635,0,0,0,0.017724037716909585,0.41808496408861756,5366339890.092707,0.0,0,0.0,0.0,0.0,0.0,235,25,0.3963426152365827,0.4319286552053593,0.5129819358569672,0.25760578493410213,297.2727272727273,0.22
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,4,718,553,18,0.03152364273204904,0.12,553,79.97989581589218,2274.0715010047747,0.8493503535922031,600.0000000000005,0,339,0,0,0,0.015600769977581596,0.2694136102679755,5694399526.142295,0.0,0,0.0,0.0,0.0,0.0,201,19,0.4523396603675729,0.4746466894687735,0.5133328058186027,0.2922285764469003,301.6363636363636,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,5,926,669,50,0.06954102920723226,0.24390243902439024,669,70.63605347921884,4510.018166195216,10.240454402306757,600.0000000000005,0,1184,0,0,0,0.020242734912567555,0.2905793862344467,4698212501.678338,0.0,0,0.0,0.0,0.0,0.0,277,5,0.35701968698621844,0.3928869379494031,0.6282627840342528,0.3143711842222206,364.90909090909093,0.3
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,6,613,449,29,0.060669456066945605,0.1917808219178082,449,148.43555532246546,3632.2993404932367,4.899429582217634,600.0000000000005,0,641,0,0,0,0.01726620406544732,0.46199453983633504,5282565082.61054,0.0,0,0.0,0.0,0.0,0.0,194,23,0.3811221969298498,0.4135147903627074,0.47318173164335664,0.2558316907548007,244.9090909090909,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,7,736,515,24,0.04452690166975881,0.13714285714285715,515,116.6890141557144,2631.230414540494,0.0,600.0000000000005,0,653,0,0,0,0.016681712227451594,0.29507555180938666,4733322193.748787,0.0,0,0.0,0.0,0.0,0.0,190,17,0.3999820129852048,0.41889428395927475,0.5138295375712251,0.27650588012070787,280.90909090909093,0.22
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,8,767,544,42,0.07167235494880546,0.23121387283236994,544,92.76883417778527,3758.9094235940283,4.725217565803242,600.0000000000005,0,834,0,0,0,0.02602890436550429,0.4746400801955295,5926543352.741127,0.0,0,0.0,0.0,0.0,0.0,243,5,0.36537733540536416,0.40156381932980506,0.5253435703873673,0.24852548582825099,296.72727272727275,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,9,887,654,49,0.06970128022759602,0.26344086021505375,654,95.78273062621906,3997.275503546667,21.539349765576254,600.0000000000005,0,966,1,0,0,0.01141195854413568,0.2564146616921739,2877906770.4463654,0.0,0,0.0,0.0,0.0,0.0,301,5,0.3386315820731064,0.38321358697111213,0.6712514176743396,0.24328365144791594,356.72727272727275,0.29
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=30.0_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,300,,30.0,2.0,0.9,reactive_gate,10,641,517,11,0.020833333333333332,0.09090909090909091,517,158.58878703609298,2412.1561710061014,10.697948126579481,600.0000000000005,0,335,0,0,0,0.0067618521544446026,0.2290751098286998,3997533807.833189,0.0,0,0.0,0.0,0.0,0.0,248,4,0.49379934688033894,0.5108982885077141,0.5684329870014245,0.30843020748194405,282.0,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,1,614,492,7,0.014028056112224449,0.050359712230215826,492,176.4149409220595,2536.818721237586,8.321836466345522,600.0000000000005,0,304,0,0,0,0.0030109687178653897,0.3140075001355347,4184864108.9629903,0.0,0,0.0,0.0,0.0,0.0,280,21,0.5345645187346794,0.5466743318444688,0.5560888158710503,0.3077866716637796,268.3636363636364,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,2,685,489,24,0.04678362573099415,0.1935483870967742,489,139.69298717948732,2822.733836834979,9.665589336279638,600.0000000000005,0,506,1,0,0,0.010723131299195587,0.25780610241828794,2943144905.54532,0.0,0,0.0,0.0,0.0,0.0,223,23,0.4024362176642742,0.4298668911963311,0.5672825065154753,0.3185973381251959,266.72727272727275,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,3,757,547,35,0.06013745704467354,0.19875776397515527,547,73.51371351901662,3006.5875834017115,1.8063354184192804,600.0000000000005,0,617,0,0,0,0.037561879330871045,0.42612548466635386,5299293890.269964,0.0,0,0.0,0.0,0.0,0.0,249,15,0.40335136240310837,0.43297444785989536,0.5018993440090003,0.2895305495121872,298.3636363636364,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,4,673,522,16,0.02973977695167286,0.10067114093959731,522,98.03514021224896,2198.973720145628,2.501259734765747,600.0000000000005,0,322,0,0,0,0.03719186079391339,0.2793288878837336,4977305668.955215,0.0,0,0.0,0.0,0.0,0.0,213,17,0.48655862843960934,0.5047399744069988,0.4972182591054779,0.3349351452563497,284.72727272727275,0.18
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,5,947,671,48,0.06675938803894298,0.23618090452261306,671,55.20974444444437,3742.0287064765203,5.0442633441561515,600.0000000000005,0,1253,0,0,0,0.021669528591340477,0.26681561286929983,5346546060.960266,0.0,0,0.0,0.0,0.0,0.0,288,3,0.3496041730046322,0.3873507919082055,0.6140767030400156,0.3703161666209628,366.0,0.3
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,6,576,416,29,0.0651685393258427,0.20863309352517986,416,164.19663452727673,3926.845378665681,16.247617565328504,600.0000000000005,0,603,1,0,0,0.012280664768815319,0.3483593203208065,4557319647.476909,0.0,0,0.0,0.0,0.0,0.0,223,20,0.416248278508221,0.4579838686059011,0.5233682273617586,0.31268066188184546,226.9090909090909,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,7,727,504,19,0.036328871892925434,0.10919540229885058,504,142.4215438815927,2864.1513558620527,0.9616674725674984,600.0000000000005,0,654,0,0,0,0.009409401339492909,0.26629491520129484,4326949510.607257,0.0,0,0.0,0.0,0.0,0.0,224,13,0.3999158158746735,0.41381265567472797,0.5375353194646788,0.3394319514893408,274.90909090909093,0.22
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,8,785,576,36,0.058823529411764705,0.19428571428571428,576,86.38996282417361,3694.355159376825,1.7257121452665707,600.0000000000005,0,854,0,0,0,0.02134329570298125,0.4115463199730583,5374978309.073271,0.0,0,0.0,0.0,0.0,0.0,248,3,0.3803275887720763,0.41386701422019667,0.5483853779582686,0.30618021900640563,314.1818181818182,0.25
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,9,803,581,42,0.06741573033707865,0.23333333333333334,581,142.77669265865552,3635.4354513787525,17.998782060995655,600.0000000000005,0,873,0,0,0,0.015974913274251313,0.20875163315118364,3678306806.642289,0.0,0,0.0,0.0,0.0,0.0,265,6,0.378527852319733,0.4181576540790258,0.6126683649151774,0.33376060434267074,316.90909090909093,0.26
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,300,,90.0,2.0,0.0,reactive_gate,10,643,513,13,0.024714828897338403,0.1111111111111111,513,129.6666861609956,2457.918874668803,4.272047290183416,600.0000000000005,0,390,1,0,0,0.010669850518773982,0.2314425449492986,4738308378.981172,0.0,0,0.0,0.0,0.0,0.0,211,5,0.45377045695750473,0.47330291464425994,0.5186542361192049,0.35520513160434714,279.8181818181818,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,300,,90.0,2.0,0.9,reactive_gate,1,599,457,12,0.0255863539445629,0.08270676691729323,457,197.01218440406728,2419.0049589450905,9.064438449265362,600.0000000000005,0,348,0,0,0,0.009633801471764458,0.28829702682316166,4239465105.806785,0.0,0,0.0,0.0,0.0,0.0,293,11,0.47967435430483024,0.49550457963590255,0.5589988652753497,0.30516937390774324,249.27272727272728,0.18
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,300,,90.0,2.0,0.9,reactive_gate,2,666,483,24,0.047337278106508875,0.1702127659574468,483,174.62907833931058,3487.94406298442,6.235894413620736,600.0000000000005,0,533,0,0,0,0.017113877850187063,0.2750974489787414,4102652504.6401625,0.0,0,0.0,0.0,0.0,0.0,245,17,0.39650420508004725,0.42091662911924377,0.5360199987495144,0.31998245231820316,263.45454545454544,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,300,,90.0,2.0,0.9,reactive_gate,3,730,515,30,0.05504587155963303,0.1895424836601307,515,68.12549938282518,3335.5037992996376,0.0,600.0000000000005,0,664,0,0,0,0.01381461874187706,0.41654518747310415,5992245224.829721,0.0,0,0.0,0.0,0.0,0.0,222,23,0.403940989697784,0.43343487732636743,0.4724636161980381,0.29692213971784254,280.90909090909093,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_sandbox_cold_start_s=90.0_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,300,,90.0,2.0,0.9,reactive_gate,4,688,523,18,0.033271719038817,0.12,523,98.59606165047865,2584.741045386843,2.4448925775709176,600.0000000000005,0,385,0,0,0,0.02015363315404613,0.2524243649115997,5712669884.418571,0.0,0,0.0,0.0,0.0,0.0,199,19,0.4617112926092548,0.4830428803175184,0.491839859342625,0.3285469227297264,285.2727272727273,0.18
