run,type,sandbox_idle_timeout_s,ablate,rate_per_min,think_snr,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,2,722,561,11,0.019230769230769232,0.07971014492753623,561,239.0805870942877,2174.260496460707,35.89715029906332,600.0000000000005,0,303,3,0,0,0.005496789503287326,0.2877101020220823,1488466146.278751,0.0,0,0.0,0.0,0.0,0.0,256,30,0.4610646806250791,0.4743292059534369,0.6916740717430717,0.30155863979900543,306.0,0.26
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,3,788,589,20,0.03284072249589491,0.12025316455696203,589,126.69524658067758,2624.3124159196955,33.02369836201078,600.0000000000005,0,487,2,0,0,0.007278590056242587,0.3805936805256795,2922307398.412826,0.0,0,0.0,0.0,0.0,0.0,261,28,0.4153209419459162,0.43431917898691197,0.6714271339031339,0.26201789094342987,321.2727272727273,0.25
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,4,738,622,7,0.011128775834658187,0.03571428571428571,622,115.14666745744921,1816.5216327862256,12.756612799669382,600.0000000000005,0,139,0,0,0,0.01389123666944372,0.3171404993457469,3266334115.865236,0.0,0,0.0,0.0,0.0,0.0,250,29,0.6079504527266634,0.6136433765337244,0.6429453272832492,0.32089265793052074,339.2727272727273,0.21
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,5,996,759,39,0.04887218045112782,0.16666666666666666,759,124.26060554437515,3200.4892931536397,48.47183010915915,600.0000000000005,0,933,3,0,0,0.014287325777804259,0.19294592816767742,2076337319.0313935,0.0,0,0.0,0.0,0.0,0.0,325,6,0.3767685699565878,0.4017658843830948,0.8362096117424243,0.32984240923014024,414.0,0.36
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,6,623,488,14,0.027888446215139442,0.09859154929577464,488,243.23397400325416,3499.822830968844,16.99249042698062,600.0000000000005,0,444,1,0,0,0.010152064499949657,0.42079081058383283,3924450731.861386,0.0,0,0.0,0.0,0.0,0.0,248,28,0.4467305841141077,0.46600575760296287,0.5905277041002979,0.2938033467567171,266.1818181818182,0.21
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,7,792,619,10,0.01589825119236884,0.04807692307692308,619,167.88779834110574,2286.85158679168,27.510454607724878,600.0000000000005,0,377,1,0,0,0.003180260778428133,0.3280678306477254,2219118199.8499227,0.0,0,0.0,0.0,0.0,0.0,241,26,0.4403236922765766,0.4490907535034499,0.6721992624279657,0.2909062153039491,337.6363636363636,0.25
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,8,842,665,15,0.022058823529411766,0.08287292817679558,665,124.68514768302975,3439.9787602839356,14.250842046313975,600.0000000000005,0,596,1,0,0,0.012400641697723437,0.3932891326697981,3984617706.0332737,0.0,0,0.0,0.0,0.0,0.0,279,10,0.44758417499808756,0.45921472812517533,0.6776642175561708,0.3249200000165547,362.72727272727275,0.27
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,9,847,646,25,0.037257824143070044,0.13736263736263737,646,202.57355207781234,2991.301085568075,35.88724796675856,600.0000000000005,0,612,0,0,0,0.010168083144474566,0.3421032233587102,2405870294.309372,0.0,0,0.0,0.0,0.0,0.0,274,17,0.4055434282320203,0.4271597252163928,0.7210087491582492,0.29529061866984163,352.3636363636364,0.3
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,60,park+prewarm,2.0,0.0,reactive_gate,10,704,592,6,0.010033444816053512,0.046153846153846156,592,201.5896564000509,2029.2192861109188,34.07768338337564,600.0000000000005,0,175,0,0,0,0.0034315774497983586,0.23815730199495494,2344994524.9632335,0.0,0,0.0,0.0,0.0,0.0,244,18,0.5423776582257377,0.5513626830947304,0.6820442099480382,0.3442632603648002,322.90909090909093,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,1,640,509,3,0.005859375,0.014084507042253521,509,258.41458688705006,1667.1688153364278,43.25277624347192,600.0000000000005,0,162,1,0,0,0.0014026441824820028,0.3046276361352549,2563981625.8987613,0.0,0,0.0,0.0,0.0,0.0,298,46,0.537414809213119,0.5396286807616903,0.6921285579432142,0.27754395604058313,277.6363636363636,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,2,725,557,14,0.024518388791593695,0.0979020979020979,557,233.42937681188687,2568.3276116726074,20.895083445161948,600.0000000000005,0,366,1,0,0,0.007208167660528636,0.3246206044765756,1847313320.5994234,0.0,0,0.0,0.0,0.0,0.0,253,29,0.4327933405625252,0.44483915564642124,0.6783336556753432,0.3101381816160385,303.8181818181818,0.25
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,3,806,618,21,0.03286384976525822,0.11976047904191617,618,97.8477353376677,2343.483040334046,20.506119604121032,600.0000000000005,0,438,1,0,0,0.007223871020451649,0.4364743496932067,3963724410.1244464,0.0,0,0.0,0.0,0.0,0.0,248,27,0.4468687149842397,0.4647183039921735,0.6195338373195092,0.2768743433551324,337.0909090909091,0.24
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,4,787,656,4,0.006060606060606061,0.024390243902439025,656,120.34342091237704,2008.1149503504078,12.908189316556513,600.0000000000005,0,153,0,0,0,0.003932122422462281,0.3225282510595843,3559291419.790422,0.0,0,0.0,0.0,0.0,0.0,221,37,0.5630254570502036,0.5670608738920954,0.6383470101576665,0.30343665649579443,357.8181818181818,0.21
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,5,998,772,33,0.040993788819875775,0.13761467889908258,772,108.55287495096388,3729.667808362288,32.11940632566514,600.0000000000005,0,942,1,0,0,0.020170970696846122,0.2817377910784049,2352663052.9750896,0.0,0,0.0,0.0,0.0,0.0,268,7,0.394005210098269,0.4115174597731436,0.7977880250339938,0.33797097840746126,421.0909090909091,0.35
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,6,665,517,15,0.02819548872180451,0.0958904109589041,517,192.78746443907676,3276.8224105800414,19.02191498105716,600.0000000000005,0,484,2,0,0,0.01114856059275201,0.4472561572308599,3042131187.739703,0.0,0,0.0,0.0,0.0,0.0,232,35,0.44045425657796555,0.45934695354116245,0.5976709863620177,0.28473585609630886,282.0,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,7,790,614,11,0.0176,0.05472636815920398,614,176.9314986590498,2422.332265944745,18.36502247596997,600.0000000000005,0,403,0,0,0,0.003051625488436178,0.3084618781139416,2472954520.77608,0.0,0,0.0,0.0,0.0,0.0,228,28,0.46209128021332807,0.472458182917741,0.6513627804568118,0.2934163586171604,334.90909090909093,0.24
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,8,849,651,20,0.029806259314456036,0.10857142857142857,651,148.7854544042657,3628.466958018852,12.302918714771087,600.0000000000005,0,610,0,0,0,0.012104402442479668,0.4555074072131185,4016135952.5947685,0.0,0,0.0,0.0,0.0,0.0,278,13,0.43643335342268247,0.4560077862074839,0.6562602700482388,0.29497616497765194,355.0909090909091,0.27
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,9,858,655,30,0.043795620437956206,0.15463917525773196,655,243.029486931458,3608.241795184716,27.177000573188288,600.0000000000005,0,687,2,0,0,0.008492673140064539,0.3467657633387073,1519625509.4423563,0.0,0,0.0,0.0,0.0,0.0,293,11,0.3994852758744021,0.4265841141185269,0.7737379552698459,0.2879591782800691,357.2727272727273,0.32
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=park+prewarm_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,60,park+prewarm,2.0,0.9,reactive_gate,10,695,583,7,0.011864406779661017,0.0546875,583,211.00457804950202,1922.7767540181396,35.404672435891065,600.0000000000002,0,170,4,0,0,0.004387989106770865,0.24693629333696113,1637323226.54998,0.0,0,0.0,0.0,0.0,0.0,262,15,0.5698494470174699,0.5794082812945567,0.7142775183080808,0.32676995304886297,318.0,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,1,656,558,1,0.0017889087656529517,0.006289308176100629,558,188.20117386950187,1635.097859909446,30.975898618855922,600.0000000000005,0,109,1,0,0,0.0019597894175723985,0.31993157419460416,2689124745.703344,0.0,0,0.0,0.0,0.0,0.0,299,57,0.6338536138545496,0.6352765564935793,0.6927429590739121,0.2888906750912113,304.3636363636364,0.23
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,2,722,561,11,0.019230769230769232,0.07971014492753623,561,239.0805870942877,2174.260496460707,35.89715029906332,600.0000000000005,0,303,3,0,0,0.005496789503287326,0.2877101020220823,1488466146.278751,0.0,0,0.0,0.0,0.0,0.0,256,30,0.4610646806250791,0.4743292059534369,0.6916740717430717,0.30155863979900543,306.0,0.24
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,3,788,589,20,0.03284072249589491,0.12025316455696203,589,126.69524658067758,2624.3124159196955,33.02369836201078,600.0000000000005,0,487,2,0,0,0.007278590056242587,0.3805936805256795,2922307398.412826,0.0,0,0.0,0.0,0.0,0.0,261,28,0.4153209419459162,0.43431917898691197,0.6714271339031339,0.26201789094342987,321.2727272727273,0.27
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,4,738,622,7,0.011128775834658187,0.03571428571428571,622,115.14666745744921,1816.5216327862256,12.756612799669382,600.0000000000005,0,139,0,0,0,0.01389123666944372,0.3171404993457469,3266334115.865236,0.0,0,0.0,0.0,0.0,0.0,250,29,0.6079504527266634,0.6136433765337244,0.6429453272832492,0.32089265793052074,339.2727272727273,0.2
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,5,996,759,39,0.04887218045112782,0.16666666666666666,759,124.26060554437515,3200.4892931536397,48.47183010915915,600.0000000000005,0,933,3,0,0,0.014287325777804259,0.19294592816767742,2076337319.0313935,0.0,0,0.0,0.0,0.0,0.0,325,6,0.3767685699565878,0.4017658843830948,0.8362096117424243,0.32984240923014024,414.0,0.37
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,6,623,488,14,0.027888446215139442,0.09859154929577464,488,243.23397400325416,3499.822830968844,16.99249042698062,600.0000000000005,0,444,1,0,0,0.010152064499949657,0.42079081058383283,3924450731.861386,0.0,0,0.0,0.0,0.0,0.0,248,28,0.4467305841141077,0.46600575760296287,0.5905277041002979,0.2938033467567171,266.1818181818182,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,7,792,619,10,0.01589825119236884,0.04807692307692308,619,167.88779834110574,2286.85158679168,27.510454607724878,600.0000000000005,0,377,1,0,0,0.003180260778428133,0.3280678306477254,2219118199.8499227,0.0,0,0.0,0.0,0.0,0.0,241,26,0.4403236922765766,0.4490907535034499,0.6721992624279657,0.2909062153039491,337.6363636363636,0.26
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,8,842,665,15,0.022058823529411766,0.08287292817679558,665,124.68514768302975,3439.9787602839356,14.250842046313975,600.0000000000005,0,596,1,0,0,0.012400641697723437,0.3932891326697981,3984617706.0332737,0.0,0,0.0,0.0,0.0,0.0,279,10,0.44758417499808756,0.45921472812517533,0.6776642175561708,0.3249200000165547,362.72727272727275,0.26
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,9,847,646,25,0.037257824143070044,0.13736263736263737,646,202.57355207781234,2991.301085568075,35.88724796675856,600.0000000000005,0,612,0,0,0,0.010168083144474566,0.3421032233587102,2405870294.309372,0.0,0,0.0,0.0,0.0,0.0,274,17,0.4055434282320203,0.4271597252163928,0.7210087491582492,0.29529061866984163,352.3636363636364,0.3
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.0,reactive_gate,10,704,592,6,0.010033444816053512,0.046153846153846156,592,201.5896564000509,2029.2192861109188,34.07768338337564,600.0000000000005,0,175,0,0,0,0.0034315774497983586,0.23815730199495494,2344994524.9632335,0.0,0,0.0,0.0,0.0,0.0,244,18,0.5423776582257377,0.5513626830947304,0.6820442099480382,0.3442632603648002,322.90909090909093,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,1,640,509,3,0.005859375,0.014084507042253521,509,258.41458688705006,1667.1688153364278,43.25277624347192,600.0000000000005,0,162,1,0,0,0.0014026441824820028,0.3046276361352549,2563981625.8987613,0.0,0,0.0,0.0,0.0,0.0,298,46,0.537414809213119,0.5396286807616903,0.6921285579432142,0.27754395604058313,277.6363636363636,0.23
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=2,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,2,725,557,14,0.024518388791593695,0.0979020979020979,557,233.42937681188687,2568.3276116726074,20.895083445161948,600.0000000000005,0,366,1,0,0,0.007208167660528636,0.3246206044765756,1847313320.5994234,0.0,0,0.0,0.0,0.0,0.0,253,29,0.4327933405625252,0.44483915564642124,0.6783336556753432,0.3101381816160385,303.8181818181818,0.24
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=3,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,3,806,618,21,0.03286384976525822,0.11976047904191617,618,97.8477353376677,2343.483040334046,20.506119604121032,600.0000000000005,0,438,1,0,0,0.007223871020451649,0.4364743496932067,3963724410.1244464,0.0,0,0.0,0.0,0.0,0.0,248,27,0.4468687149842397,0.4647183039921735,0.6195338373195092,0.2768743433551324,337.0909090909091,0.25
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=4,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,4,787,656,4,0.006060606060606061,0.024390243902439025,656,120.34342091237704,2008.1149503504078,12.908189316556513,600.0000000000005,0,153,0,0,0,0.003932122422462281,0.3225282510595843,3559291419.790422,0.0,0,0.0,0.0,0.0,0.0,221,37,0.5630254570502036,0.5670608738920954,0.6383470101576665,0.30343665649579443,357.8181818181818,0.21
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=5,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,5,998,772,33,0.040993788819875775,0.13761467889908258,772,108.55287495096388,3729.667808362288,32.11940632566514,600.0000000000005,0,942,1,0,0,0.020170970696846122,0.2817377910784049,2352663052.9750896,0.0,0,0.0,0.0,0.0,0.0,268,7,0.394005210098269,0.4115174597731436,0.7977880250339938,0.33797097840746126,421.0909090909091,0.35
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=6,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,6,665,517,15,0.02819548872180451,0.0958904109589041,517,192.78746443907676,3276.8224105800414,19.02191498105716,600.0000000000005,0,484,2,0,0,0.01114856059275201,0.4472561572308599,3042131187.739703,0.0,0,0.0,0.0,0.0,0.0,232,35,0.44045425657796555,0.45934695354116245,0.5976709863620177,0.28473585609630886,282.0,0.22
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=7,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,7,790,614,11,0.0176,0.05472636815920398,614,176.9314986590498,2422.332265944745,18.36502247596997,600.0000000000005,0,403,0,0,0,0.003051625488436178,0.3084618781139416,2472954520.77608,0.0,0,0.0,0.0,0.0,0.0,228,28,0.46209128021332807,0.472458182917741,0.6513627804568118,0.2934163586171604,334.90909090909093,0.25
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=8,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,8,849,651,20,0.029806259314456036,0.10857142857142857,651,148.7854544042657,3628.466958018852,12.302918714771087,600.0000000000005,0,610,0,0,0,0.012104402442479668,0.4555074072131185,4016135952.5947685,0.0,0,0.0,0.0,0.0,0.0,278,13,0.43643335342268247,0.4560077862074839,0.6562602700482388,0.29497616497765194,355.0909090909091,0.26
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=9,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,9,858,655,30,0.043795620437956206,0.15463917525773196,655,243.029486931458,3608.241795184716,27.177000573188288,600.0000000000005,0,687,2,0,0,0.008492673140064539,0.3467657633387073,1519625509.4423563,0.0,0,0.0,0.0,0.0,0.0,293,11,0.3994852758744021,0.4265841141185269,0.7737379552698459,0.2879591782800691,357.2727272727273,0.31
type=reactive_gate_sandbox_idle_timeout_s=60_ablate=vtfq+park+prewarm+kv+gang+budget_rate_per_min=2.0_think_snr=0.9_seed=10,reactive_gate,60,vtfq+park+prewarm+kv+gang+budget,2.0,0.9,reactive_gate,10,695,583,7,0.011864406779661017,0.0546875,583,211.00457804950202,1922.7767540181396,35.404672435891065,600.0000000000002,0,170,4,0,0,0.004387989106770865,0.24693629333696113,1637323226.54998,0.0,0,0.0,0.0,0.0,0.0,262,15,0.5698494470174699,0.5794082812945567,0.7142775183080808,0.32676995304886297,318.0,0.22
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=1,reactive_gate,300,,2.0,0.0,reactive_gate,1,616,492,7,0.014028056112224449,0.050359712230215826,492,177.65406354315678,2112.2835308586964,19.270821895753283,600.0000000000005,0,270,1,0,0,0.002067941954940711,0.35660116807734765,3693639531.6735096,0.0,0,0.0,0.0,0.0,0.0,274,32,0.5169424403679067,0.5288416224671106,0.6012413629524411,0.24266542988411247,268.3636363636364,0.2
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=2,reactive_gate,300,,2.0,0.0,reactive_gate,2,686,512,19,0.035781544256120526,0.13380281690140844,512,140.09881831050006,2630.4624959917787,12.2481946426507,600.0000000000005,0,443,3,0,0,0.009741370818828,0.3388566535705316,2996871230.5481787,0.0,0,0.0,0.0,0.0,0.0,247,23,0.4182289692475473,0.4412076848088159,0.5727869068367974,0.27822087316773353,279.2727272727273,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=3,reactive_gate,300,,2.0,0.0,reactive_gate,3,770,554,34,0.05782312925170068,0.19375,554,73.56534600754162,3081.950479156563,8.840636462053062,600.0000000000005,0,615,0,0,0,0.016124060354335907,0.4396904049251733,4587807695.295256,0.0,0,0.0,0.0,0.0,0.0,276,19,0.3947803496134008,0.4223087505545443,0.5561457757502914,0.24797747259072425,302.1818181818182,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=4,reactive_gate,300,,2.0,0.0,reactive_gate,4,695,558,10,0.017605633802816902,0.057692307692307696,558,98.94350870239168,1992.786087356778,2.452603770157498,600.0000000000005,0,238,0,0,0,0.013792805678159568,0.31851156789712776,5088354626.529724,0.0,0,0.0,0.0,0.0,0.0,224,19,0.492599331068832,0.5025339652916216,0.5252149844518907,0.2836978157274059,304.3636363636364,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=5,reactive_gate,300,,2.0,0.0,reactive_gate,5,992,725,51,0.06572164948453608,0.24519230769230768,725,59.5186619658125,4357.139391326038,20.033293791778526,600.0000000000005,0,1209,1,0,0,0.026587762490301564,0.2404824465969168,4067627402.1637144,0.0,0,0.0,0.0,0.0,0.0,313,4,0.34233315360184124,0.3772149102800458,0.7097142291949948,0.2984161451602247,395.4545454545455,0.32
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=6,reactive_gate,300,,2.0,0.0,reactive_gate,6,605,445,26,0.055201698513800426,0.1925925925925926,445,133.82581292219857,3198.427637026624,19.285499154294953,600.0000000000005,0,599,0,0,0,0.01542621289949187,0.42370771252119915,3979008426.4927135,0.0,0,0.0,0.0,0.0,0.0,221,21,0.3844952884036298,0.41854580046470385,0.5383991590585341,0.24796657303756767,242.72727272727275,0.21
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=7,reactive_gate,300,,2.0,0.0,reactive_gate,7,719,491,20,0.03913894324853229,0.11428571428571428,491,139.07307509827388,2785.935389571613,18.720412001080696,600.0000000000005,0,646,1,0,0,0.009138679123114078,0.3418536929846733,3442886007.413887,0.0,0,0.0,0.0,0.0,0.0,232,15,0.3758776699657566,0.38877417870989545,0.5742510470894846,0.27059790851823856,267.8181818181818,0.23
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=8,reactive_gate,300,,2.0,0.0,reactive_gate,8,817,621,32,0.04900459418070444,0.16853932584269662,621,102.95075145866576,3719.124904724394,15.22643054834782,600.0000000000005,0,761,0,0,0,0.013458289841961393,0.42395525883499585,4559172815.5572195,0.0,0,0.0,0.0,0.0,0.0,267,5,0.3830564499082377,0.41228297561829963,0.6109508293471575,0.2534501161225141,338.72727272727275,0.26
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=9,reactive_gate,300,,2.0,0.0,reactive_gate,9,806,592,38,0.06031746031746032,0.20218579234972678,592,137.32698656546745,3739.9856392022243,6.218600624669337,600.0000000000005,0,856,0,0,0,0.013116328439465863,0.3075354586532756,4563563754.199722,0.0,0,0.0,0.0,0.0,0.0,259,9,0.36800207165918924,0.4017064512737694,0.6062490548311642,0.2788311377147522,322.90909090909093,0.26
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.0_seed=10,reactive_gate,300,,2.0,0.0,reactive_gate,10,666,539,14,0.02531645569620253,0.11023622047244094,539,129.25148044641446,2402.496625470805,3.5821736886688034,600.0000000000005,0,321,1,0,0,0.011036604437468404,0.28732365035189206,4531423139.6691675,0.0,0,0.0,0.0,0.0,0.0,222,16,0.4399231885699153,0.4613168057824149,0.539261039214258,0.2918974013979209,294.0,0.19
type=reactive_gate_sandbox_idle_timeout_s=300_ablate=_rate_per_min=2.0_think_snr=0.9_seed=1,reactive_gate,300,,2.0,0.9,reactive_gate,1,609,477,8,0.016494845360824743,0.05185185185185185,477,207.1266525414694,2246.035056370087,28.146696988126994,600.0000000000005,0,308,1,0,0,0.01816582439768404,0.31154469268745116,3452450232.498527,0.0,0,0.0,0.0,0.0,0.0,289,9,0.4727294877075626,0.4787401154703896,0.6117666613935833,0.2414653667897197,260.1818181818182,0.2
