run,type,rate_per_min,think_snr,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=clairvoyant_rate_per_min=1.0_think_snr=0.0_seed=1,clairvoyant,1.0,0.0,clairvoyant,1,406,382,1,0.0026109660574412533,0.00980392156862745,382,105.45151886948724,1267.9809208852723,0.0,600.0,0,33,0,0,0,0.003937082360139112,0.38872098776020636,2021199517.0992155,405.0,135,0.0,0.0,0.0,0.0,205,108,0.8957078983688795,0.9014866590035174,0.3864586833155271,0.21188269305201426,208.36363636363637,0.11
type=clairvoyant_rate_per_min=1.0_think_snr=0.0_seed=2,clairvoyant,1.0,0.0,clairvoyant,2,420,376,2,0.005291005291005291,0.025,376,146.51424138241737,1392.5700347209922,40.52241875580374,600.0,0,26,0,0,0,0.0006975695607376157,0.250782850642201,902221504.2596215,369.0,123,0.0,0.0,0.0,0.0,196,47,0.8182671016423472,0.8288939471182218,0.48927929211182336,0.23784606563231334,205.0909090909091,0.14
type=clairvoyant_rate_per_min=1.0_think_snr=0.0_seed=3,clairvoyant,1.0,0.0,clairvoyant,3,482,430,5,0.011494252873563218,0.04,430,103.29910790261283,1454.2239714223797,25.237234019388914,600.0,0,47,0,0,0,0.000804499056602138,0.39207445460190454,1544909619.726146,441.0,147,0.0,0.0,0.0,0.0,185,48,0.8118121812725702,0.8276290354860825,0.482985546875,0.23935648228028603,234.54545454545456,0.14
type=clairvoyant_rate_per_min=1.0_think_snr=0.0_seed=4,clairvoyant,1.0,0.0,clairvoyant,4,460,427,3,0.0069767441860465115,0.02040816326530612,427,56.022677082896735,1880.9332039379813,0.34858229513669753,600.0,0,38,0,0,0,0.010267166620114057,0.3873205388819647,1823934135.1126719,528.0,176,0.0,0.0,0.0,0.0,174,106,0.8653038250086199,0.8790329838375023,0.391075454432142,0.20021495790860572,232.9090909090909,0.12
type=clairvoyant_rate_per_min=1.0_think_snr=0.0_seed=5,clairvoyant,1.0,0.0,clairvoyant,5,682,612,3,0.004878048780487805,0.030303030303030304,612,85.41436733769297,2242.786053364792,68.0735883069951,600.0000000000005,0,88,2,0,0,0.0011620851801940548,0.31977558757921054,1412660484.7216275,300.0,100,0.0,0.0,0.0,0.0,192,46,0.7044177965329707,0.7145776685983499,0.6067114053920617,0.2872115124307833,333.8181818181818,0.2
type=clairvoyant_rate_per_min=1.0_think_snr=0.5_seed=1,clairvoyant,1.0,0.5,clairvoyant,1,425,400,2,0.004975124378109453,0.00980392156862745,400,100.35097821086129,1441.5685846127851,0.0,600.0000000000005,0,35,0,0,0,0.003936060281608043,0.3811381034826783,2142173502.025656,429.0,143,0.0,0.0,0.0,0.0,216,109,0.9080890195555197,0.9158989149405956,0.3976511408556721,0.2118864603407511,218.1818181818182,0.12
type=clairvoyant_rate_per_min=1.0_think_snr=0.5_seed=2,clairvoyant,1.0,0.5,clairvoyant,2,447,398,2,0.005,0.023809523809523808,398,159.56935001268977,1362.6480009346021,28.964331882495976,562.2073538793165,0,25,1,0,0,0.001406602913944865,0.2828521695354415,775825619.6895448,369.0,123,0.0,0.0,0.0,0.0,195,56,0.8091429929661121,0.8196513435241136,0.5236742636622638,0.24203546815884844,217.0909090909091,0.14
type=clairvoyant_rate_per_min=1.0_think_snr=0.5_seed=3,clairvoyant,1.0,0.5,clairvoyant,3,480,431,6,0.013729977116704805,0.04950495049504951,431,94.7584750465553,1300.9618447977514,23.4329737493834,600.0,0,43,1,0,0,0.002151315052555741,0.41948313890979083,1608022889.2341347,372.0,124,0.0,0.0,0.0,0.0,179,47,0.8183743191527075,0.8396534868887694,0.4672258441708755,0.2281769145251953,235.0909090909091,0.14
type=clairvoyant_rate_per_min=1.0_think_snr=0.5_seed=4,clairvoyant,1.0,0.5,clairvoyant,4,470,433,2,0.004597701149425287,0.020202020202020204,433,48.325179063313044,1676.5249347157467,0.15562933604970572,600.0,0,36,0,0,0,0.0036295078913292306,0.35662315654086696,1738259511.6377895,513.0,171,0.0,0.0,0.0,0.0,160,101,0.8617530061014497,0.8728011215642887,0.3893970323062354,0.20073888977560175,236.1818181818182,0.12
type=clairvoyant_rate_per_min=1.0_think_snr=0.5_seed=5,clairvoyant,1.0,0.5,clairvoyant,5,704,629,3,0.004746835443037975,0.03,629,79.33363059528529,2143.517453570493,73.13271508787861,600.0000000000005,0,94,2,0,0,0.0036284785107117317,0.30672715672332884,1308173075.1702483,333.0,111,0.0,0.0,0.0,0.0,187,42,0.68374993654002,0.690951968929526,0.6102828150738151,0.3069218590689246,343.0909090909091,0.2
type=clairvoyant_rate_per_min=1.0_think_snr=0.9_seed=1,clairvoyant,1.0,0.9,clairvoyant,1,419,388,2,0.005128205128205128,0.010416666666666666,388,128.9682428615347,1467.9925436931524,33.78808446021353,600.0,0,31,2,0,0,0.007137312115429812,0.33147246365878075,1282892008.653218,300.0,100,0.0,0.0,0.0,0.0,226,92,0.8598283402848768,0.866890230468854,0.4685657139261202,0.23112133499822343,211.63636363636365,0.13
type=clairvoyant_rate_per_min=1.0_think_snr=0.9_seed=2,clairvoyant,1.0,0.9,clairvoyant,2,444,389,2,0.005115089514066497,0.024390243902439025,389,169.24836413684216,1869.1579198954012,38.753512192928326,600.0,0,30,1,0,0,0.0026798673787204598,0.3056675861289104,889914596.1815845,330.0,110,0.0,0.0,0.0,0.0,192,57,0.7664683107053408,0.776422444610605,0.5103409046555297,0.24064515395643982,212.1818181818182,0.15
type=clairvoyant_rate_per_min=1.0_think_snr=0.9_seed=3,clairvoyant,1.0,0.9,clairvoyant,3,474,422,6,0.014018691588785047,0.05,422,83.30018775728513,1302.7664014544694,43.534653943026065,600.0,0,50,0,0,0,0.001158038849715008,0.41530229230540805,2112781490.3610475,348.0,116,0.0,0.0,0.0,0.0,167,46,0.807520942563645,0.8275882163390246,0.43691905587525903,0.2347664775831233,230.1818181818182,0.13
type=clairvoyant_rate_per_min=1.0_think_snr=0.9_seed=4,clairvoyant,1.0,0.9,clairvoyant,4,513,473,2,0.004210526315789474,0.02,473,42.1387821465737,1632.325607168659,10.631234896918485,600.0,0,38,0,0,0,0.003523092474615619,0.36071523789815263,1433838529.4101317,537.0,179,0.0,0.0,0.0,0.0,175,86,0.8608333045056703,0.8718696289224097,0.4344567287660257,0.2165653287961956,258.0,0.13
type=clairvoyant_rate_per_min=1.0_think_snr=0.9_seed=5,clairvoyant,1.0,0.9,clairvoyant,5,697,619,4,0.006420545746388443,0.04,619,88.8168374468546,1882.7803842742335,57.838879259775226,600.0000000000005,0,121,2,0,0,0.0025498661415205527,0.3086732014517749,1182150815.3930173,246.0,82,0.0,0.0,0.0,0.0,179,37,0.6925816797883199,0.7031012528809313,0.6312712171029202,0.3060056720231991,337.6363636363636,0.2
type=clairvoyant_rate_per_min=2.0_think_snr=0.0_seed=1,clairvoyant,2.0,0.0,clairvoyant,1,660,562,1,0.0017761989342806395,0.006211180124223602,562,141.44787510285278,1829.6085287210924,78.63808495107983,600.0,0,125,3,0,0,0.0027472303191819745,0.3322669993437274,1185639777.772142,309.0,103,0.0,0.0,0.0,0.0,310,70,0.6889096525352779,0.6905377224044308,0.7188509874020655,0.28384749655575003,306.54545454545456,0.23
type=clairvoyant_rate_per_min=2.0_think_snr=0.0_seed=2,clairvoyant,2.0,0.0,clairvoyant,2,746,597,12,0.019704433497536946,0.0784313725490196,597,155.59184771906416,2193.5352406747293,108.74022701520695,600.0000000000005,0,326,1,0,0,0.006888254298243724,0.3042861996225606,582646479.8354912,138.0,46,0.0,0.0,0.0,0.0,268,39,0.5894495541692071,0.6026266739071477,0.7369143190640378,0.302026594220595,325.6363636363636,0.28
type=clairvoyant_rate_per_min=2.0_think_snr=0.0_seed=3,clairvoyant,2.0,0.0,clairvoyant,3,858,690,26,0.036312849162011177,0.11979166666666667,690,79.67718544569539,2098.418791298344,45.70262977362702,600.0000000000005,0,411,4,0,0,0.011515672574153637,0.40271463377221917,1476522064.1079478,270.0,90,0.0,0.0,0.0,0.0,276,28,0.5527007130109194,0.5802355599744186,0.702971704598064,0.29590036593973434,376.3636363636364,0.27
type=clairvoyant_rate_per_min=2.0_think_snr=0.0_seed=4,clairvoyant,2.0,0.0,clairvoyant,4,776,672,6,0.008849557522123894,0.028409090909090908,672,101.3722264212281,1844.3079934073085,23.126900060496393,600.0000000000005,0,141,0,0,0,0.013571413301528824,0.32800760909934634,1640959416.8346696,189.0,63,0.0,0.0,0.0,0.0,259,51,0.7069082171259965,0.7138935397332671,0.7107936639957265,0.3274839329627045,366.54545454545456,0.23
type=clairvoyant_rate_per_min=2.0_think_snr=0.0_seed=5,clairvoyant,2.0,0.0,clairvoyant,5,1032,806,51,0.059509918319719954,0.20164609053497942,806,83.363245304585,3293.5076150039417,111.27993927663643,600.0000000000005,0,1008,3,0,0,0.0295759135809586,0.29860881415231627,945867731.8834198,77.99999999999997,26,0.0,0.0,0.0,0.0,359,7,0.47606448772134746,0.5206695528175626,0.8703328775778619,0.3279045158195711,439.6363636363636,0.38
type=clairvoyant_rate_per_min=2.0_think_snr=0.5_seed=1,clairvoyant,2.0,0.5,clairvoyant,1,683,593,2,0.0033613445378151263,0.006097560975609756,593,161.63595593521677,1819.0580922693032,108.36073651148884,600.0000000000002,0,138,2,0,0,0.006104723855879117,0.28151982070940473,1074264514.079923,168.0,56,0.0,0.0,0.0,0.0,322,38,0.7080053982934493,0.7096629833934495,0.7480906333608521,0.2820215363651156,323.4545454545455,0.25
type=clairvoyant_rate_per_min=2.0_think_snr=0.5_seed=2,clairvoyant,2.0,0.5,clairvoyant,2,764,609,12,0.01932367149758454,0.07692307692307693,609,134.11703955196322,2179.3930517833014,90.3086776304286,600.0000000000005,0,336,4,0,0,0.006648863803436851,0.27685968864953997,607782024.5848268,153.0,51,0.0,0.0,0.0,0.0,274,30,0.5743704589397769,0.5873003122180483,0.744131627209596,0.3034322009742969,332.1818181818182,0.28
type=clairvoyant_rate_per_min=2.0_think_snr=0.5_seed=3,clairvoyant,2.0,0.5,clairvoyant,3,858,686,30,0.04189944134078212,0.14210526315789473,686,78.8196947627564,1831.7213366325395,55.609425739659,600.0000000000005,0,447,1,0,0,0.016391591668246875,0.43575407796470855,1411134634.753393,240.0,80,0.0,0.0,0.0,0.0,280,25,0.5313943221111195,0.5593826487839879,0.6931924896035678,0.2801183135743188,374.1818181818182,0.27
type=clairvoyant_rate_per_min=2.0_think_snr=0.5_seed=4,clairvoyant,2.0,0.5,clairvoyant,4,804,692,5,0.007173601147776184,0.023121387283236993,692,85.76021224894293,1860.0287772700667,12.014921068274365,600.0000000000005,0,139,0,0,0,0.01129875560645842,0.3211724169151631,1964061923.1632252,249.0000000000001,83,0.0,0.0,0.0,0.0,247,62,0.703075531915186,0.7078640937738272,0.6689914815259972,0.33835173327798995,377.4545454545455,0.22
type=clairvoyant_rate_per_min=2.0_think_snr=0.5_seed=5,clairvoyant,2.0,0.5,clairvoyant,5,1013,796,46,0.05463182897862233,0.18803418803418803,796,92.93134214794554,4054.7493636182044,57.023329787359856,600.0000000000005,0,984,4,0,0,0.03148856684607593,0.32407305698723327,1589606104.466211,87.0,29,0.0,0.0,0.0,0.0,344,10,0.498855058983363,0.5416374131911861,0.8353217270299146,0.36083698000013403,434.1818181818182,0.36
type=clairvoyant_rate_per_min=2.0_think_snr=0.9_seed=1,clairvoyant,2.0,0.9,clairvoyant,1,674,561,4,0.007079646017699115,0.02,561,167.2330215213433,1525.6140259253816,88.95096680197359,600.0000000000005,0,181,1,0,0,0.0069300260029215915,0.2785197715505288,985311863.6144753,156.0,52,0.0,0.0,0.0,0.0,322,40,0.6713098649661778,0.6746019998930847,0.7460748123057498,0.3016408528543515,306.0,0.25
type=clairvoyant_rate_per_min=2.0_think_snr=0.9_seed=2,clairvoyant,2.0,0.9,clairvoyant,2,769,611,13,0.020833333333333332,0.08552631578947369,611,154.76968695811502,2323.585679209875,109.93025180219414,600.0000000000005,0,359,1,0,0,0.006810119304277385,0.31568487808479895,779501399.6221215,141.0,47,0.0,0.0,0.0,0.0,278,29,0.5649157124105973,0.5789736330431838,0.7469007148649962,0.30906170596491744,333.2727272727273,0.29
type=clairvoyant_rate_per_min=2.0_think_snr=0.9_seed=3,clairvoyant,2.0,0.9,clairvoyant,3,873,700,27,0.037138927097661624,0.13089005235602094,700,74.18387543971971,2300.461934916283,43.05429357236524,600.0000000000005,0,417,3,0,0,0.007971500025482622,0.42819700240462005,1564188946.5883975,237.0,79,0.0,0.0,0.0,0.0,279,28,0.5526701636987411,0.583792292943711,0.6872724565769879,0.2909515487963198,381.8181818181818,0.27
type=clairvoyant_rate_per_min=2.0_think_snr=0.9_seed=4,clairvoyant,2.0,0.9,clairvoyant,4,831,715,8,0.011065006915629323,0.0446927374301676,715,87.38807654921175,1848.3627381454921,32.42242955065954,600.0000000000005,0,177,1,0,0,0.005278738033634524,0.3453392924521596,1769031830.2522252,222.0,74,0.0,0.0,0.0,0.0,240,46,0.6692480649366827,0.6813152388794255,0.6892589454399768,0.31400125594054207,390.0,0.23
type=clairvoyant_rate_per_min=2.0_think_snr=0.9_seed=5,clairvoyant,2.0,0.9,clairvoyant,5,991,774,47,0.057247259439707675,0.19574468085106383,774,89.25493226633591,3617.8295947348847,72.42630039107115,600.0000000000005,0,981,3,0,0,0.02876035832203424,0.3170253283040477,1070221908.553001,81.0,27,0.0,0.0,0.0,0.0,322,11,0.49454406204398565,0.5372134381102608,0.8163342813673595,0.3509101322176582,422.1818181818182,0.35
