run,type,rate_per_min,think_snr,tau,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.8_seed=8,reactive_gate,2.0,0.5,0.8,reactive_gate,8,790,591,32,0.051364365971107544,0.16853932584269662,591,95.54664339669989,3762.047874713483,6.112648003970207,600.0000000000005,0,795,0,0,0,0.01806958553478073,0.4589380097755778,5050459597.362269,0.0,0,0.0,0.0,0.0,0.0,267,5,0.36833303701130293,0.3944843861311535,0.5658098171417704,0.2516456815028174,322.3636363636364,0.25
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.8_seed=9,reactive_gate,2.0,0.5,0.8,reactive_gate,9,820,595,41,0.06446540880503145,0.22905027932960895,595,155.71032019307768,3772.7620666018333,32.776352798221644,600.0000000000005,0,892,1,0,0,0.010616522778129652,0.29685465043176357,2149507960.5113473,0.0,0,0.0,0.0,0.0,0.0,293,9,0.3411063090635862,0.3769883794436548,0.7120538462550182,0.2064533092821597,324.54545454545456,0.28
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.8_seed=10,reactive_gate,2.0,0.5,0.8,reactive_gate,10,673,557,8,0.01415929203539823,0.06557377049180328,557,147.65411338160175,2082.432157277265,7.680018217522542,600.0000000000005,0,283,0,0,0,0.006261415830159381,0.23481232496340415,4168906230.7361503,0.0,0,0.0,0.0,0.0,0.0,245,8,0.4981547266918894,0.5108924456352129,0.5747261787061319,0.29472430730023313,303.8181818181818,0.19
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=1,reactive_gate,2.0,0.5,0.9,reactive_gate,1,635,509,7,0.013565891472868217,0.0425531914893617,509,196.4570472517462,1830.9061946440715,22.758017218878283,600.0000000000005,0,241,1,0,0,0.01362386982131615,0.34532148219558817,3547865417.950111,0.0,0,0.0,0.0,0.0,0.0,297,11,0.4939072351625671,0.4983573821256385,0.6139796645865708,0.23517620466316125,277.6363636363636,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=2,reactive_gate,2.0,0.5,0.9,reactive_gate,2,689,501,26,0.04933586337760911,0.19117647058823528,501,153.63113717948727,2933.037920084306,37.929018015105676,600.0000000000005,0,536,2,0,0,0.013659301437505928,0.2378389944304664,2200852634.7908626,0.0,0,0.0,0.0,0.0,0.0,225,27,0.38673122559848494,0.4151353709408866,0.614307439907893,0.2728547465042254,273.2727272727273,0.23
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=3,reactive_gate,2.0,0.5,0.9,reactive_gate,3,762,551,32,0.0548885077186964,0.18181818181818182,551,71.01193644977047,3031.8072488958505,6.57576445518803,600.0000000000005,0,625,0,0,0,0.017130866011881938,0.4831264512657666,4743566155.587354,0.0,0,0.0,0.0,0.0,0.0,251,23,0.3794068766121701,0.4026876499579092,0.5267743536284317,0.2316607134698879,300.54545454545456,0.23
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=4,reactive_gate,2.0,0.5,0.9,reactive_gate,4,715,573,9,0.015463917525773196,0.056962025316455694,573,81.3346070097864,1999.5650827184477,1.2485424104550993,600.0000000000005,0,244,0,0,0,0.014629429160853927,0.32598576332400103,5233809295.392366,0.0,0,0.0,0.0,0.0,0.0,201,19,0.48753465612402624,0.4975966313301727,0.5330316803167897,0.2634211243610022,312.54545454545456,0.18
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=5,reactive_gate,2.0,0.5,0.9,reactive_gate,5,971,708,48,0.06349206349206349,0.23414634146341465,708,71.14727486239303,4934.734280319319,13.39895225130975,600.0000000000005,0,1190,0,0,0,0.020740793018953946,0.32749787488168597,4235426340.1528735,0.0,0,0.0,0.0,0.0,0.0,286,5,0.3305563435515103,0.3622789824522865,0.6613856478770073,0.2814546698408261,386.1818181818182,0.31
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=6,reactive_gate,2.0,0.5,0.9,reactive_gate,6,629,464,29,0.058823529411764705,0.21481481481481482,464,119.27825308237982,3314.169284022354,14.373292026983941,600.0000000000005,0,656,0,0,0,0.014089127848050916,0.4473554798486147,3895661225.658811,0.0,0,0.0,0.0,0.0,0.0,216,29,0.37619356756863487,0.41310002642336346,0.5329331059068246,0.23761068433108246,253.0909090909091,0.21
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=7,reactive_gate,2.0,0.5,0.9,reactive_gate,7,759,551,20,0.03502626970227671,0.10526315789473684,551,110.65617189039108,2394.612206157746,0.1182933728713216,600.0000000000005,0,598,0,0,0,0.010907674809182281,0.3235108794359807,4369398208.524249,0.0,0,0.0,0.0,0.0,0.0,209,15,0.401025387150353,0.4191553107832195,0.5323217872029591,0.27340567010741074,300.54545454545456,0.23
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=8,reactive_gate,2.0,0.5,0.9,reactive_gate,8,790,591,32,0.051364365971107544,0.16853932584269662,591,95.54664339669989,3762.047874713483,6.112648003970207,600.0000000000005,0,795,0,0,0,0.01806958553478073,0.4589380097755778,5050459597.362269,0.0,0,0.0,0.0,0.0,0.0,267,5,0.36833303701130293,0.3944843861311535,0.5658098171417704,0.2516456815028174,322.3636363636364,0.24
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=9,reactive_gate,2.0,0.5,0.9,reactive_gate,9,820,595,41,0.06446540880503145,0.22905027932960895,595,155.71032019307768,3772.7620666018333,32.776352798221644,600.0000000000005,0,892,1,0,0,0.010616522778129652,0.29685465043176357,2149507960.5113473,0.0,0,0.0,0.0,0.0,0.0,293,9,0.3411063090635862,0.3769883794436548,0.7120538462550182,0.2064533092821597,324.54545454545456,0.3
type=reactive_gate_rate_per_min=2.0_think_snr=0.5_tau=0.9_seed=10,reactive_gate,2.0,0.5,0.9,reactive_gate,10,673,557,8,0.01415929203539823,0.06557377049180328,557,147.65411338160175,2082.432157277265,7.680018217522542,600.0000000000005,0,283,0,0,0,0.006261415830159381,0.23481232496340415,4168906230.7361503,0.0,0,0.0,0.0,0.0,0.0,245,8,0.4981547266918894,0.5108924456352129,0.5747261787061319,0.29472430730023313,303.8181818181818,0.19
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=1,reactive_gate,2.0,0.9,0.5,reactive_gate,1,609,477,8,0.016494845360824743,0.05185185185185185,477,207.1266525414694,2246.035056370087,28.146696988126994,600.0000000000005,0,308,1,0,0,0.01816582439768404,0.31154469268745116,3452450232.498527,0.0,0,0.0,0.0,0.0,0.0,289,9,0.4727294877075626,0.4787401154703896,0.6117666613935833,0.2414653667897197,260.1818181818182,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=2,reactive_gate,2.0,0.9,0.5,reactive_gate,2,684,498,19,0.0367504835589942,0.14074074074074075,498,160.02330983862726,3611.526846535154,10.24512856878265,600.0000000000005,0,492,1,0,0,0.009302466552737107,0.3031643311523123,2953854915.6199217,0.0,0,0.0,0.0,0.0,0.0,258,26,0.3983936598900834,0.4195018328231791,0.5974180682668027,0.26537471706355176,271.6363636363636,0.23
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=3,reactive_gate,2.0,0.9,0.5,reactive_gate,3,758,544,33,0.05719237435008666,0.2,544,56.776525875602886,2954.950149191214,3.4386544170698046,600.0000000000005,0,623,0,0,0,0.012650951325851464,0.45280604054636214,5538651702.992593,0.0,0,0.0,0.0,0.0,0.0,229,22,0.39787757892798764,0.4271936855196821,0.49506118765378143,0.2264126095226491,296.72727272727275,0.22
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=4,reactive_gate,2.0,0.9,0.5,reactive_gate,4,724,571,16,0.027257240204429302,0.09615384615384616,571,71.02836467074576,2251.4038700835595,1.5228587205783033,600.0000000000005,0,322,0,0,0,0.01586548154133978,0.3517501796761173,5254409361.532712,0.0,0,0.0,0.0,0.0,0.0,206,21,0.4563602355736526,0.4722514321595138,0.5242365066166472,0.2442485456166793,311.45454545454544,0.19
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=5,reactive_gate,2.0,0.9,0.5,reactive_gate,5,973,721,46,0.05997392438070404,0.22115384615384615,721,58.31615237727556,3713.3991225324035,14.53249457945094,600.0000000000005,0,1169,0,0,0,0.018529191667870506,0.2409231701087736,4483908250.330435,0.0,0,0.0,0.0,0.0,0.0,274,5,0.3541374443346757,0.3892466016381334,0.6612614370831714,0.30167049186860917,393.2727272727273,0.31
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=6,reactive_gate,2.0,0.9,0.5,reactive_gate,6,625,469,24,0.0486815415821501,0.1643835616438356,469,153.59230600496085,3607.083576318125,3.455093334747744,600.0000000000005,0,628,0,0,0,0.012072733474049937,0.4159543695993656,4537457466.881044,0.0,0,0.0,0.0,0.0,0.0,213,24,0.3861328616488516,0.41476637312126297,0.5125273244585276,0.2564520224909244,255.81818181818184,0.21
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=7,reactive_gate,2.0,0.9,0.5,reactive_gate,7,734,517,22,0.04081632653061224,0.12154696132596685,517,125.26029407573924,2747.4511781069727,0.0,600.0000000000005,0,615,0,0,0,0.012765660378559116,0.3123373652984931,4536673070.399018,0.0,0,0.0,0.0,0.0,0.0,203,17,0.40432045454505394,0.42259656200236384,0.5248997984735172,0.2662149696646032,282.0,0.21
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=8,reactive_gate,2.0,0.9,0.5,reactive_gate,8,794,578,35,0.057096247960848286,0.19411764705882353,578,93.71330897963708,3755.675182219425,1.911499829330591,600.0000000000005,0,809,0,0,0,0.02401682610055542,0.43242549862122104,6238603838.477404,0.0,0,0.0,0.0,0.0,0.0,260,5,0.371802217230254,0.4037191577146669,0.5429548172227079,0.254798974064418,315.2727272727273,0.24
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=9,reactive_gate,2.0,0.9,0.5,reactive_gate,9,830,597,48,0.07441860465116279,0.2553191489361702,597,131.56627017270694,3693.4786799471603,23.31040213318263,600.0000000000005,0,920,1,0,0,0.014732705818714591,0.3022984211333961,3362922688.515576,0.0,0,0.0,0.0,0.0,0.0,275,6,0.35064649929720093,0.39240531812919843,0.6521621525673401,0.2560936324678749,325.6363636363636,0.29
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.5_seed=10,reactive_gate,2.0,0.9,0.5,reactive_gate,10,655,521,15,0.027985074626865673,0.1271186440677966,521,147.523179599787,2383.916934960732,11.82341325127642,600.0000000000005,0,358,0,0,0,0.00804446094186467,0.26735571163436767,4015620090.3324876,0.0,0,0.0,0.0,0.0,0.0,244,10,0.4660818760534305,0.48705230534832883,0.5774659500938877,0.27491743525372364,284.1818181818182,0.19
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=1,reactive_gate,2.0,0.9,0.8,reactive_gate,1,609,477,8,0.016494845360824743,0.05185185185185185,477,207.1266525414694,2246.035056370087,28.146696988126994,600.0000000000005,0,308,1,0,0,0.01816582439768404,0.31154469268745116,3452450232.498527,0.0,0,0.0,0.0,0.0,0.0,289,9,0.4727294877075626,0.4787401154703896,0.6117666613935833,0.2414653667897197,260.1818181818182,0.21
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=2,reactive_gate,2.0,0.9,0.8,reactive_gate,2,684,498,19,0.0367504835589942,0.14074074074074075,498,160.02330983862726,3611.526846535154,10.24512856878265,600.0000000000005,0,492,1,0,0,0.009302466552737107,0.3031643311523123,2953854915.6199217,0.0,0,0.0,0.0,0.0,0.0,258,26,0.3983936598900834,0.4195018328231791,0.5974180682668027,0.26537471706355176,271.6363636363636,0.22
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=3,reactive_gate,2.0,0.9,0.8,reactive_gate,3,758,544,33,0.05719237435008666,0.2,544,56.776525875602886,2954.950149191214,3.4386544170698046,600.0000000000005,0,623,0,0,0,0.012650951325851464,0.45280604054636214,5538651702.992593,0.0,0,0.0,0.0,0.0,0.0,229,22,0.39787757892798764,0.4271936855196821,0.49506118765378143,0.2264126095226491,296.72727272727275,0.22
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=4,reactive_gate,2.0,0.9,0.8,reactive_gate,4,724,571,16,0.027257240204429302,0.09615384615384616,571,71.02836467074576,2251.4038700835595,1.5228587205783033,600.0000000000005,0,322,0,0,0,0.01586548154133978,0.3517501796761173,5254409361.532712,0.0,0,0.0,0.0,0.0,0.0,206,21,0.4563602355736526,0.4722514321595138,0.5242365066166472,0.2442485456166793,311.45454545454544,0.18
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=5,reactive_gate,2.0,0.9,0.8,reactive_gate,5,973,721,46,0.05997392438070404,0.22115384615384615,721,58.31615237727556,3713.3991225324035,14.53249457945094,600.0000000000005,0,1169,0,0,0,0.018529191667870506,0.2409231701087736,4483908250.330435,0.0,0,0.0,0.0,0.0,0.0,274,5,0.3541374443346757,0.3892466016381334,0.6612614370831714,0.30167049186860917,393.2727272727273,0.32
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=6,reactive_gate,2.0,0.9,0.8,reactive_gate,6,625,469,24,0.0486815415821501,0.1643835616438356,469,153.59230600496085,3607.083576318125,3.455093334747744,600.0000000000005,0,628,0,0,0,0.012072733474049937,0.4159543695993656,4537457466.881044,0.0,0,0.0,0.0,0.0,0.0,213,24,0.3861328616488516,0.41476637312126297,0.5125273244585276,0.2564520224909244,255.81818181818184,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=7,reactive_gate,2.0,0.9,0.8,reactive_gate,7,734,517,22,0.04081632653061224,0.12154696132596685,517,125.26029407573924,2747.4511781069727,0.0,600.0000000000005,0,615,0,0,0,0.012765660378559116,0.3123373652984931,4536673070.399018,0.0,0,0.0,0.0,0.0,0.0,203,17,0.40432045454505394,0.42259656200236384,0.5248997984735172,0.2662149696646032,282.0,0.21
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=8,reactive_gate,2.0,0.9,0.8,reactive_gate,8,794,578,35,0.057096247960848286,0.19411764705882353,578,93.71330897963708,3755.675182219425,1.911499829330591,600.0000000000005,0,809,0,0,0,0.02401682610055542,0.43242549862122104,6238603838.477404,0.0,0,0.0,0.0,0.0,0.0,260,5,0.371802217230254,0.4037191577146669,0.5429548172227079,0.254798974064418,315.2727272727273,0.25
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=9,reactive_gate,2.0,0.9,0.8,reactive_gate,9,830,597,48,0.07441860465116279,0.2553191489361702,597,131.56627017270694,3693.4786799471603,23.31040213318263,600.0000000000005,0,920,1,0,0,0.014732705818714591,0.3022984211333961,3362922688.515576,0.0,0,0.0,0.0,0.0,0.0,275,6,0.35064649929720093,0.39240531812919843,0.6521621525673401,0.2560936324678749,325.6363636363636,0.27
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.8_seed=10,reactive_gate,2.0,0.9,0.8,reactive_gate,10,655,521,15,0.027985074626865673,0.1271186440677966,521,147.523179599787,2383.916934960732,11.82341325127642,600.0000000000005,0,358,0,0,0,0.00804446094186467,0.26735571163436767,4015620090.3324876,0.0,0,0.0,0.0,0.0,0.0,244,10,0.4660818760534305,0.48705230534832883,0.5774659500938877,0.27491743525372364,284.1818181818182,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=1,reactive_gate,2.0,0.9,0.9,reactive_gate,1,609,477,8,0.016494845360824743,0.05185185185185185,477,207.1266525414694,2246.035056370087,28.146696988126994,600.0000000000005,0,308,1,0,0,0.01816582439768404,0.31154469268745116,3452450232.498527,0.0,0,0.0,0.0,0.0,0.0,289,9,0.4727294877075626,0.4787401154703896,0.6117666613935833,0.2414653667897197,260.1818181818182,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=2,reactive_gate,2.0,0.9,0.9,reactive_gate,2,684,498,19,0.0367504835589942,0.14074074074074075,498,160.02330983862726,3611.526846535154,10.24512856878265,600.0000000000005,0,492,1,0,0,0.009302466552737107,0.3031643311523123,2953854915.6199217,0.0,0,0.0,0.0,0.0,0.0,258,26,0.3983936598900834,0.4195018328231791,0.5974180682668027,0.26537471706355176,271.6363636363636,0.23
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=3,reactive_gate,2.0,0.9,0.9,reactive_gate,3,758,544,33,0.05719237435008666,0.2,544,56.776525875602886,2954.950149191214,3.4386544170698046,600.0000000000005,0,623,0,0,0,0.012650951325851464,0.45280604054636214,5538651702.992593,0.0,0,0.0,0.0,0.0,0.0,229,22,0.39787757892798764,0.4271936855196821,0.49506118765378143,0.2264126095226491,296.72727272727275,0.22
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=4,reactive_gate,2.0,0.9,0.9,reactive_gate,4,724,571,16,0.027257240204429302,0.09615384615384616,571,71.02836467074576,2251.4038700835595,1.5228587205783033,600.0000000000005,0,322,0,0,0,0.01586548154133978,0.3517501796761173,5254409361.532712,0.0,0,0.0,0.0,0.0,0.0,206,21,0.4563602355736526,0.4722514321595138,0.5242365066166472,0.2442485456166793,311.45454545454544,0.18
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=5,reactive_gate,2.0,0.9,0.9,reactive_gate,5,973,721,46,0.05997392438070404,0.22115384615384615,721,58.31615237727556,3713.3991225324035,14.53249457945094,600.0000000000005,0,1169,0,0,0,0.018529191667870506,0.2409231701087736,4483908250.330435,0.0,0,0.0,0.0,0.0,0.0,274,5,0.3541374443346757,0.3892466016381334,0.6612614370831714,0.30167049186860917,393.2727272727273,0.32
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=6,reactive_gate,2.0,0.9,0.9,reactive_gate,6,625,469,24,0.0486815415821501,0.1643835616438356,469,153.59230600496085,3607.083576318125,3.455093334747744,600.0000000000005,0,628,0,0,0,0.012072733474049937,0.4159543695993656,4537457466.881044,0.0,0,0.0,0.0,0.0,0.0,213,24,0.3861328616488516,0.41476637312126297,0.5125273244585276,0.2564520224909244,255.81818181818184,0.2
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=7,reactive_gate,2.0,0.9,0.9,reactive_gate,7,734,517,22,0.04081632653061224,0.12154696132596685,517,125.26029407573924,2747.4511781069727,0.0,600.0000000000005,0,615,0,0,0,0.012765660378559116,0.3123373652984931,4536673070.399018,0.0,0,0.0,0.0,0.0,0.0,203,17,0.40432045454505394,0.42259656200236384,0.5248997984735172,0.2662149696646032,282.0,0.22
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=8,reactive_gate,2.0,0.9,0.9,reactive_gate,8,794,578,35,0.057096247960848286,0.19411764705882353,578,93.71330897963708,3755.675182219425,1.911499829330591,600.0000000000005,0,809,0,0,0,0.02401682610055542,0.43242549862122104,6238603838.477404,0.0,0,0.0,0.0,0.0,0.0,260,5,0.371802217230254,0.4037191577146669,0.5429548172227079,0.254798974064418,315.2727272727273,0.24
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=9,reactive_gate,2.0,0.9,0.9,reactive_gate,9,830,597,48,0.07441860465116279,0.2553191489361702,597,131.56627017270694,3693.4786799471603,23.31040213318263,600.0000000000005,0,920,1,0,0,0.014732705818714591,0.3022984211333961,3362922688.515576,0.0,0,0.0,0.0,0.0,0.0,275,6,0.35064649929720093,0.39240531812919843,0.6521621525673401,0.2560936324678749,325.6363636363636,0.28
type=reactive_gate_rate_per_min=2.0_think_snr=0.9_tau=0.9_seed=10,reactive_gate,2.0,0.9,0.9,reactive_gate,10,655,521,15,0.027985074626865673,0.1271186440677966,521,147.523179599787,2383.916934960732,11.82341325127642,600.0000000000005,0,358,0,0,0,0.00804446094186467,0.26735571163436767,4015620090.3324876,0.0,0,0.0,0.0,0.0,0.0,244,10,0.4660818760534305,0.48705230534832883,0.5774659500938877,0.27491743525372364,284.1818181818182,0.19
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=1,lease,1.0,0.0,0.5,lease,1,405,387,1,0.002577319587628866,0.009708737864077669,387,99.64365936462445,1376.7725405428516,0.0,600.0,0,30,0,0,0,0.0031697112945095773,0.3830067965655242,3674309611.9845905,0.0,0,59.11710504869734,3.5430737712708833,448800.0,329.3176222234148,206,103,0.9182762066618165,0.9242005692854413,0.3881543548667768,0.21736281432812207,211.0909090909091,0.27
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=2,lease,1.0,0.0,0.5,lease,2,417,375,2,0.005305039787798408,0.02531645569620253,375,164.83477222222336,1369.6187233262588,44.31746493358686,600.0,0,21,1,0,0,0.0027893793077943914,0.23493875307566942,1754508677.2750862,0.0,0,146.60979378540583,24.69400661335021,548400.0,737.2884233751106,192,53,0.8086930149603094,0.8191955216481056,0.491417685092107,0.2427903541901226,204.54545454545456,0.32
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=3,lease,1.0,0.0,0.5,lease,3,470,419,4,0.009456264775413711,0.029411764705882353,419,132.8161154905938,1301.29030815518,29.430902793940565,478.24258954806464,0,31,2,0,0,0.0029628016223541783,0.38927166012912806,2688856553.220487,0.0,0,464.15739568631034,33.54819399515418,495000.0,1326.2457124685118,185,49,0.7682089631934336,0.7777851186565741,0.47707519299970863,0.24285122899500383,228.54545454545456,0.31
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=4,lease,1.0,0.0,0.5,lease,4,458,427,3,0.0069767441860465115,0.020202020202020204,427,59.160188152312,1893.6854659379817,0.0,600.0,0,38,0,0,0,0.009680292758175554,0.38477253034768744,3558427563.8713236,0.0,0,50.16334254568278,0.3136065481694459,495000.0,191.2253142328059,173,108,0.8704595126793355,0.8842292792587401,0.39845441598679104,0.2025503672273992,232.9090909090909,0.28
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=5,lease,1.0,0.0,0.5,lease,5,659,586,2,0.003401360544217687,0.020202020202020204,586,137.47218367342225,2160.8639797660658,54.47896693609648,600.0000000000005,0,76,1,0,0,0.0011139258993581353,0.31136753541461915,2279746357.1051383,0.0,0,397.13659399815197,24.730375907271537,576600.0,3292.307214052481,195,62,0.6540267985811403,0.6602854282326345,0.6032048195334758,0.30012792670207616,319.6363636363636,0.42
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=6,lease,1.0,0.0,0.5,lease,6,444,396,1,0.0025188916876574307,0.010309278350515464,396,211.80274745833367,1936.4934094114865,39.49344437512949,600.0,0,53,1,0,0,0.000603920748820651,0.38640978885405947,2686129154.9278464,0.0,0,567.9074397059462,316.15412446188657,426000.0,1633.1947371651215,205,69,0.7644809002480787,0.7659387163528996,0.5129821569258288,0.2753016280001136,216.0,0.33
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=7,lease,1.0,0.0,0.5,lease,7,404,376,0,0.0,0.0,376,106.93804804304546,1385.960094765314,31.06486094722268,88.4839354572714,0,12,2,0,0,0.0019521674694713167,0.2182265560925209,2180250963.4819994,0.0,0,223.44047635249444,69.5591263019669,493200.0,216.09699119967195,163,77,0.9075109782230711,0.9075109782230711,0.44299451073637014,0.22824278341706708,205.0909090909091,0.27
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=8,lease,1.0,0.0,0.5,lease,8,544,485,2,0.004106776180698152,0.018018018018018018,485,135.91080083641464,1839.2960697676494,12.043774781469372,600.0,0,71,0,0,0,0.008544929578986738,0.4447830339639525,3323460571.2221336,0.0,0,219.35534107638472,85.1906941625648,499800.0,1917.6969099293387,193,56,0.7159554030743739,0.720274271650051,0.5280947143105738,0.2556913338760056,264.54545454545456,0.35
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=9,lease,1.0,0.0,0.5,lease,9,538,486,1,0.002053388090349076,0.008928571428571428,486,196.02062556584121,1609.9051479903017,52.98486763902875,600.0,0,30,1,0,0,0.00010805582476538145,0.2522482091358743,1500279616.326775,0.0,0,248.29653771375501,35.379152724845426,545400.0,1798.3731608577964,217,74,0.7592818859713737,0.7629531410612399,0.6178331223007317,0.25316896154628293,265.0909090909091,0.38
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.5_seed=10,lease,1.0,0.0,0.5,lease,10,501,462,2,0.004310344827586207,0.021505376344086023,462,109.47673994107345,1485.501862474804,27.79182321857632,457.31397461340975,0,26,2,0,0,0.0046345437428338835,0.2160255943905097,2657941285.5649924,0.0,0,394.99342685481815,61.326012899132365,397800.0,179.5808025493805,190,111,0.8217711784660627,0.8281419095671612,0.5167754485641674,0.2944169260279082,252.0,0.34
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.8_seed=1,lease,1.0,0.0,0.8,lease,1,405,381,1,0.002617801047120419,0.009708737864077669,381,118.3209130050227,2016.0325538584987,0.0,600.0,0,42,0,0,0,0.0030049923873933337,0.38812904690345806,3912632386.837444,11745.389201991444,63,278.9286711012029,71.16530865774894,444600.0,234.75524496513222,203,90,0.8965718283819002,0.9023561627585575,0.38894711866663434,0.21254240319112694,207.8181818181818,0.26
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.8_seed=2,lease,1.0,0.0,0.8,lease,2,420,375,2,0.005305039787798408,0.02531645569620253,375,176.2545125216052,1270.7789085854565,34.8927493875865,600.0,0,24,2,0,0,0.0038122867630636143,0.2367090427031273,1689489166.9053528,11619.544582245398,65,503.5625090559253,127.7134241992062,550200.0,626.3533734840416,193,47,0.8143708376814879,0.824947082326702,0.4950947212388307,0.24022481073781599,204.54545454545456,0.32
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.8_seed=3,lease,1.0,0.0,0.8,lease,3,473,419,4,0.009456264775413711,0.0297029702970297,419,129.45725280203033,1298.391015807854,28.645211877647302,600.0,0,32,0,0,0,0.0014706370071420464,0.3915106344354464,2980375635.1147213,8902.593799683651,59,988.1024384530226,164.74819255829243,494400.0,1248.5579891518194,183,46,0.7653849382604783,0.7749283195486083,0.47434247662522666,0.24039638636871757,228.54545454545456,0.32
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.8_seed=4,lease,1.0,0.0,0.8,lease,4,459,428,3,0.0069605568445475635,0.020202020202020204,428,56.95666511441095,1888.7706079277382,0.0,600.0,0,39,0,0,0,0.00921407204879462,0.3893918846521654,3339062900.876804,13332.053684051258,62,236.45838959219589,12.483295648899002,495000.0,291.3228386938122,171,99,0.8697176154274447,0.8834749151381073,0.39295144432708495,0.1983928710302399,233.45454545454547,0.28
type=lease_rate_per_min=1.0_think_snr=0.0_tau=0.8_seed=5,lease,1.0,0.0,0.8,lease,5,665,589,2,0.00338409475465313,0.02040816326530612,589,126.77337053655742,2171.4032446983915,52.4961677835455,600.0000000000005,0,82,3,0,0,0.0015868051441759376,0.32105225867039755,2166889780.097535,7631.982683996219,49,1048.2324276672407,164.40718291039502,577200.0,2606.709276599686,189,41,0.6709259477137024,0.6773462917109626,0.6026471556915307,0.298412351444071,321.2727272727273,0.42
