run,type,rate_per_min,p_parallel_scale,h,policy,seed,req_started,req_done,req_failed,failure_rate,session_fail_finished,tct_n,tct_p50,tct_p99,chat_wait_p99,block_wait_max,n429,timeouts,evicted,deadlock_breaks,cycles_seen,token_waste,tool_waste,kv_unused_token_s,prewarm_idle_s,prewarm_hits,lease_cpu_issued,lease_cpu_unused,lease_budget_issued,lease_budget_unused,par_groups,par_groups_parallel,jain_all,jain_survivors,util_model,util_cpu,throughput_rph,wall_s
type=lease_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=7,lease,2.0,1.0,600,lease,7,802,633,7,0.0109375,0.03333333333333333,633,210.33901418185633,2033.405250199786,102.54125016005035,600.0000000000005,0,347,0,0,0,0.008144327134546579,0.3569042334153508,1745883487.615922,2368.5811777475515,19,1364.6860260326453,1121.8425193337719,901200.0,8854.009759387209,250,27,0.44762144760962447,0.4541913226452827,0.7087116722837348,0.2939280804597982,345.2727272727273,0.57
type=lease_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=8,lease,2.0,1.0,600,lease,8,880,706,9,0.012587412587412588,0.05,706,193.9523904763126,2732.865744942636,25.402635915514267,600.0000000000005,0,598,0,0,0,0.007938983627247398,0.4446746110080427,3341561791.0733232,1847.0712346603145,19,799.3886169880509,625.8721987947422,873000.0,10219.830564697044,299,13,0.4568874454305671,0.46544173743470496,0.7262563069234007,0.3290233600617597,385.0909090909091,0.6
type=lease_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=9,lease,2.0,1.0,600,lease,9,856,672,16,0.023255813953488372,0.08695652173913043,672,335.66236019610346,2512.745136282076,36.95215424781654,600.0000000000005,0,589,1,0,0,0.0037916740402451736,0.34666042687550325,1757894424.8105447,950.39803317492,2,674.0812905543635,621.9274802846339,834600.0,12751.873759167318,306,23,0.42861833443792685,0.44238630295973974,0.7694668690632285,0.31740292256365077,366.54545454545456,0.61
type=lease_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=10,lease,2.0,1.0,600,lease,10,722,616,3,0.004846526655896607,0.021897810218978103,616,219.40098655992006,1932.3207200764223,45.58230138538902,600.0000000000005,0,129,1,0,0,0.00340299197501013,0.2779554125823598,1348085055.6839466,1370.750139217436,13,1448.9408305038678,934.0781967010707,630600.0,4711.977757198085,248,21,0.5937705843505499,0.597516889992849,0.730739417759324,0.3490427264289158,336.0,0.5
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=1,lease,2.0,3.0,60,lease,1,657,559,1,0.0017857142857142857,0.006289308176100629,559,181.66234473531313,1461.0423977569124,56.024573786526496,600.0000000000005,0,92,3,0,0,0.0010406462911265815,0.31807063116851353,2066756110.5192275,292.5985246039506,2,1655.2453636545083,822.2489572925297,81840.0,1084.1286966315754,787,154,0.652674553428113,0.6542068747376816,0.7152386872248123,0.2928769279334079,304.90909090909093,0.47
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=2,lease,2.0,3.0,60,lease,2,738,589,5,0.008417508417508417,0.034482758620689655,589,304.850032130862,2261.211714549252,63.76197191446595,600.0000000000005,0,297,4,0,0,0.004511546372189743,0.3040119942934274,1287583329.281603,0.0,0,1706.2516277306431,1374.7957779522035,79680.0,1634.1279887715195,845,118,0.48292449255355524,0.4880547094131579,0.7218504311706813,0.31694712094007854,321.2727272727273,0.52
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=3,lease,2.0,3.0,60,lease,3,811,624,14,0.0219435736677116,0.07647058823529412,624,148.09792172412494,2150.598217017726,52.77767787492257,600.0000000000005,0,459,0,0,0,0.002299106110597369,0.41124804904465806,2359364761.2108216,365.88368509962027,2,1809.2387106682615,1231.993528344193,83100.0,1490.2200864839378,811,106,0.43687171716618556,0.45102713470483735,0.6871701262545324,0.290759191672348,340.3636363636364,0.54
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=4,lease,2.0,3.0,60,lease,4,760,640,6,0.009287925696594427,0.028735632183908046,640,131.60290045564898,1829.7103199803573,21.52557499251245,600.0,0,113,2,0,0,0.014070134349361805,0.3381559327026993,2051481247.339643,331.08315599189723,2,2052.450396607772,1364.9619196216224,74940.0,1168.4990284642213,760,128,0.6305595170318684,0.6360160273227016,0.6909801546029202,0.31230194919486637,349.0909090909091,0.48
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=5,lease,2.0,3.0,60,lease,5,1011,790,22,0.027093596059113302,0.0967741935483871,790,183.3529419584425,3086.2020723700034,78.06975071391864,600.0000000000005,0,953,2,0,0,0.011288202005494012,0.24983373628524758,1505846389.2747586,138.80736842811166,0,1712.5667349828864,1647.0131758386347,96600.0,2510.72747784543,930,28,0.39723861778732594,0.4122529362833049,0.8474220016632674,0.34012411287445815,430.90909090909093,0.71
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=6,lease,2.0,3.0,60,lease,6,641,521,7,0.013257575757575758,0.04666666666666667,521,364.4681085202956,3325.8766405205506,42.05019999642744,600.0000000000005,0,363,5,0,0,0.005907264646974279,0.4091428379243656,2345893930.5858006,0.0,0,1927.1862770120078,1407.0504086344959,69900.0,1309.2458731297784,806,76,0.5003919489477343,0.5101838136773098,0.6628712010651386,0.29225353357503264,284.1818181818182,0.48
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=7,lease,2.0,3.0,60,lease,7,804,647,4,0.006144393241167435,0.018604651162790697,647,213.6592922622567,1959.964259353788,48.27129464612818,600.0000000000005,0,345,2,0,0,0.0029798467333656993,0.34598521980440483,1722486543.609009,252.3423827345955,1,2068.9344374409193,1543.425512817219,91920.0,1322.5706445021156,872,98,0.46389537321022306,0.4684753543823704,0.7140805077133515,0.2944290711414217,352.90909090909093,0.52
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=8,lease,2.0,3.0,60,lease,8,890,717,7,0.009668508287292817,0.03932584269662921,717,242.35756633169422,2445.867532456189,25.003493804235887,600.0000000000005,0,584,0,0,0,0.00432889597474123,0.42387391788621387,2887459815.176167,426.9424101955128,2,1872.263108857953,1616.6492803596013,88140.0,1927.051533602248,928,48,0.46278483792979264,0.46993261002226816,0.7475558513055233,0.3218038887845385,391.0909090909091,0.58
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=9,lease,2.0,3.0,60,lease,9,849,664,18,0.026392961876832845,0.09782608695652174,664,328.0829513969727,2911.191958962051,47.563596456984804,600.0000000000005,0,587,0,0,0,0.007862541285672918,0.37135657826129975,1701184831.5665677,0.0,0,1784.5287113047925,1591.3814623613923,83100.0,2156.2984729413,925,44,0.432488011662104,0.4492621153378636,0.7707976506734007,0.3133013108102092,362.1818181818182,0.57
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=10,lease,2.0,3.0,60,lease,10,720,617,3,0.004838709677419355,0.02158273381294964,617,215.437535838631,2031.9091281203143,55.681364301118464,600.0000000000005,0,128,1,0,0,0.003617599201099925,0.25812466242178667,1204180712.772763,188.61110689884867,2,2453.413243238898,1995.8123550464538,64980.0,1636.5354370850202,787,67,0.6062565771523087,0.6098946760735838,0.7367026135675667,0.3387360641157641,336.54545454545456,0.51
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=1,lease,2.0,3.0,600,lease,1,653,553,2,0.0036036036036036037,0.012578616352201259,553,195.71838034018265,1666.442818493683,49.04846489189022,600.0000000000002,0,94,1,0,0,0.002915139677949447,0.32499661821323295,2241107642.5184283,6547.923263362304,31,3132.2402231408623,1301.6921411700419,813000.0,4068.2991375352476,777,100,0.6386331362611594,0.6395360718942964,0.7191078178742554,0.2949509815159006,301.6363636363636,0.46
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=2,lease,2.0,3.0,600,lease,2,739,584,6,0.010169491525423728,0.04081632653061224,584,292.5847623602202,2288.635117498953,56.65872300521767,600.0000000000005,0,303,8,0,0,0.00636911262993443,0.32070838222810516,1528967658.6616151,3496.2144272669725,24,3263.6290338618946,2745.188310007425,800400.0,10243.033460979961,837,103,0.4850686987249994,0.49017103150349517,0.712182421138468,0.3151990396530533,318.54545454545456,0.5
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=3,lease,2.0,3.0,600,lease,3,818,627,12,0.018779342723004695,0.06666666666666667,627,157.73393283132555,2101.5412342723057,48.20105399201153,600.0000000000005,0,464,1,0,0,0.0027709653255089416,0.41516841532853566,2155861546.1398406,4620.16385676613,36,3016.2234976322716,1828.0909798909179,853200.0,11262.26412589787,825,98,0.43134859595799246,0.44299909090739853,0.6974968644214582,0.29319998411827447,342.0,0.54
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=4,lease,2.0,3.0,600,lease,4,759,646,5,0.007680491551459293,0.023255813953488372,646,140.35587131370926,1928.0545131874148,17.95178713917248,600.0,0,106,0,0,0,0.0054893726937155895,0.325176125885821,2277517169.265487,3258.38274331095,23,4638.4858868746605,2697.27769836218,750600.0,4117.0194923023555,760,82,0.6396116722307589,0.6447137204222109,0.6877910290889666,0.32005928162831787,352.3636363636364,0.46
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=5,lease,2.0,3.0,600,lease,5,997,774,19,0.02395964691046658,0.08490566037735849,774,218.8615634473756,3156.142559010172,78.18220222425285,600.0000000000005,0,972,4,0,0,0.009556674383115513,0.2415479015110778,1914440460.9835289,1317.4288626792181,13,4472.262100461523,3927.9120563951465,968400.0,22865.876602307602,962,30,0.3913166229875911,0.40376873590835227,0.8379525453938422,0.3300932403521524,422.1818181818182,0.69
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=6,lease,2.0,3.0,600,lease,6,642,519,9,0.017045454545454544,0.05921052631578947,519,369.4855789872813,3022.838515209322,44.225995123688634,600.0000000000005,0,368,2,0,0,0.005996144958802003,0.4071981124912222,2659568906.4047327,2619.2636247197524,14,3976.7316630444516,3030.6064610869553,688200.0,8641.254135611007,798,59,0.5012460698624268,0.5144958968854335,0.6491139904695998,0.2951469032481489,283.0909090909091,0.47
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=7,lease,2.0,3.0,600,lease,7,808,635,8,0.012441679626749611,0.0392156862745098,635,211.92833656186576,1990.8505388314554,90.99764984171448,600.0000000000005,0,349,3,0,0,0.012238138846369118,0.35802936470819124,1637729169.1093469,2035.0016368025504,12,4344.884159900124,2467.2271459158,909600.0,9834.35851133562,848,79,0.4430342342145276,0.45067581748076424,0.7065390718604312,0.29297164975624007,346.3636363636364,0.53
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=8,lease,2.0,3.0,600,lease,8,876,697,9,0.012747875354107648,0.05056179775280899,697,211.63202638698021,2778.634571531167,24.132511844337955,600.0000000000005,0,596,0,0,0,0.008587730262947018,0.44262484005560493,3561128288.1126943,1467.0181327424493,14,3911.7921389943986,3359.9166358962166,873600.0,13540.905103703957,930,49,0.4535833554556049,0.4612420763147017,0.7113204273585212,0.3182325839599309,380.1818181818182,0.54
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=9,lease,2.0,3.0,600,lease,9,859,677,16,0.023088023088023088,0.08695652173913043,677,316.8242373570754,2986.6073976135503,38.222593558910525,600.0000000000005,0,590,2,0,0,0.011493188830770147,0.37077825058991415,1624740533.4647794,814.9615721182752,2,3288.182984702562,2757.71451724708,836400.0,15499.88668852102,937,44,0.4330902801257914,0.4486976095952444,0.7668302814321095,0.3139328215144675,369.2727272727273,0.56
type=lease_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=10,lease,2.0,3.0,600,lease,10,720,610,3,0.004893964110929853,0.021739130434782608,610,227.67309875759918,2089.573165041994,43.03856160351835,600.0000000000005,0,122,2,0,0,0.004014044367418282,0.2720778492341023,1500781247.302002,1253.1957578156353,8,4989.313568707582,3640.8506787631927,646800.0,7981.522523530938,774,76,0.5944935250600915,0.5982337817176999,0.7109739783046815,0.3447796033797579,332.72727272727275,0.47
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=1,clairvoyant,2.0,1.0,60,clairvoyant,1,660,562,1,0.0017761989342806395,0.006211180124223602,562,141.44787510285278,1829.6085287210924,78.63808495107983,600.0,0,125,3,0,0,0.0027472303191819745,0.3322669993437274,1185639777.772142,309.0,103,0.0,0.0,0.0,0.0,310,70,0.6889096525352779,0.6905377224044308,0.7188509874020655,0.28384749655575003,306.54545454545456,0.24
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=2,clairvoyant,2.0,1.0,60,clairvoyant,2,746,597,12,0.019704433497536946,0.0784313725490196,597,155.59184771906416,2193.5352406747293,108.74022701520695,600.0000000000005,0,326,1,0,0,0.006888254298243724,0.3042861996225606,582646479.8354912,138.0,46,0.0,0.0,0.0,0.0,268,39,0.5894495541692071,0.6026266739071477,0.7369143190640378,0.302026594220595,325.6363636363636,0.27
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=3,clairvoyant,2.0,1.0,60,clairvoyant,3,858,690,26,0.036312849162011177,0.11979166666666667,690,79.67718544569539,2098.418791298344,45.70262977362702,600.0000000000005,0,411,4,0,0,0.011515672574153637,0.40271463377221917,1476522064.1079478,270.0,90,0.0,0.0,0.0,0.0,276,28,0.5527007130109194,0.5802355599744186,0.702971704598064,0.29590036593973434,376.3636363636364,0.28
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=4,clairvoyant,2.0,1.0,60,clairvoyant,4,776,672,6,0.008849557522123894,0.028409090909090908,672,101.3722264212281,1844.3079934073085,23.126900060496393,600.0000000000005,0,141,0,0,0,0.013571413301528824,0.32800760909934634,1640959416.8346696,189.0,63,0.0,0.0,0.0,0.0,259,51,0.7069082171259965,0.7138935397332671,0.7107936639957265,0.3274839329627045,366.54545454545456,0.23
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=5,clairvoyant,2.0,1.0,60,clairvoyant,5,1032,806,51,0.059509918319719954,0.20164609053497942,806,83.363245304585,3293.5076150039417,111.27993927663643,600.0000000000005,0,1008,3,0,0,0.0295759135809586,0.29860881415231627,945867731.8834198,77.99999999999997,26,0.0,0.0,0.0,0.0,359,7,0.47606448772134746,0.5206695528175626,0.8703328775778619,0.3279045158195711,439.6363636363636,0.37
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=6,clairvoyant,2.0,1.0,60,clairvoyant,6,655,533,16,0.029143897996357013,0.10526315789473684,533,137.20686469296334,2923.397213167514,39.95820054948371,600.0000000000005,0,386,7,0,0,0.011927762291217156,0.44260237129981855,1280541447.0562851,135.0,45,0.0,0.0,0.0,0.0,264,31,0.5811203299442886,0.6093010834207029,0.6682116944484914,0.2819546844132597,290.72727272727275,0.24
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=7,clairvoyant,2.0,1.0,60,clairvoyant,7,847,686,14,0.02,0.0625,686,112.14669321117196,1846.5804935508163,72.2924024189251,600.0000000000005,0,362,4,0,0,0.012667782633260828,0.3488918438202154,853365033.5524619,117.0,39,0.0,0.0,0.0,0.0,255,27,0.5846405745052957,0.5990166623460588,0.7331505638152357,0.28335122416133113,374.1818181818182,0.28
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=8,clairvoyant,2.0,1.0,60,clairvoyant,8,877,700,27,0.037138927097661624,0.13513513513513514,700,109.47075006133701,3363.1111735588447,79.31063492666844,600.0000000000005,0,643,3,0,0,0.011540783956232599,0.48613388974993504,2070427076.6959996,135.0,45,0.0,0.0,0.0,0.0,313,15,0.5209609052415766,0.548755793143718,0.7505701755374256,0.28508559945937995,381.8181818181818,0.31
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=9,clairvoyant,2.0,1.0,60,clairvoyant,9,873,697,27,0.03729281767955801,0.1323529411764706,697,116.5273865490326,3267.0766341877256,96.50149505014492,600.0000000000005,0,609,3,0,0,0.007408726131361431,0.3442487186209454,1341886528.8454003,33.0,11,0.0,0.0,0.0,0.0,317,17,0.5312632992071381,0.5631204394775731,0.7794214032431689,0.31123520250047015,380.1818181818182,0.32
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=60_seed=10,clairvoyant,2.0,1.0,60,clairvoyant,10,740,653,5,0.007598784194528876,0.033783783783783786,653,119.50792026134923,2276.045194505792,61.52061793486404,600.0000000000005,0,148,4,0,0,0.006070380665398383,0.2651916683314509,1178168510.89167,84.0,28,0.0,0.0,0.0,0.0,247,28,0.6811148425804873,0.6911744921836679,0.7396867896432272,0.3404509115590735,356.1818181818182,0.25
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=1,clairvoyant,2.0,1.0,600,clairvoyant,1,660,562,1,0.0017761989342806395,0.006211180124223602,562,141.44787510285278,1829.6085287210924,78.63808495107983,600.0,0,125,3,0,0,0.0027472303191819745,0.3322669993437274,1185639777.772142,309.0,103,0.0,0.0,0.0,0.0,310,70,0.6889096525352779,0.6905377224044308,0.7188509874020655,0.28384749655575003,306.54545454545456,0.24
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=2,clairvoyant,2.0,1.0,600,clairvoyant,2,746,597,12,0.019704433497536946,0.0784313725490196,597,155.59184771906416,2193.5352406747293,108.74022701520695,600.0000000000005,0,326,1,0,0,0.006888254298243724,0.3042861996225606,582646479.8354912,138.0,46,0.0,0.0,0.0,0.0,268,39,0.5894495541692071,0.6026266739071477,0.7369143190640378,0.302026594220595,325.6363636363636,0.27
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=3,clairvoyant,2.0,1.0,600,clairvoyant,3,858,690,26,0.036312849162011177,0.11979166666666667,690,79.67718544569539,2098.418791298344,45.70262977362702,600.0000000000005,0,411,4,0,0,0.011515672574153637,0.40271463377221917,1476522064.1079478,270.0,90,0.0,0.0,0.0,0.0,276,28,0.5527007130109194,0.5802355599744186,0.702971704598064,0.29590036593973434,376.3636363636364,0.28
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=4,clairvoyant,2.0,1.0,600,clairvoyant,4,776,672,6,0.008849557522123894,0.028409090909090908,672,101.3722264212281,1844.3079934073085,23.126900060496393,600.0000000000005,0,141,0,0,0,0.013571413301528824,0.32800760909934634,1640959416.8346696,189.0,63,0.0,0.0,0.0,0.0,259,51,0.7069082171259965,0.7138935397332671,0.7107936639957265,0.3274839329627045,366.54545454545456,0.22
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=5,clairvoyant,2.0,1.0,600,clairvoyant,5,1032,806,51,0.059509918319719954,0.20164609053497942,806,83.363245304585,3293.5076150039417,111.27993927663643,600.0000000000005,0,1008,3,0,0,0.0295759135809586,0.29860881415231627,945867731.8834198,77.99999999999997,26,0.0,0.0,0.0,0.0,359,7,0.47606448772134746,0.5206695528175626,0.8703328775778619,0.3279045158195711,439.6363636363636,0.37
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=6,clairvoyant,2.0,1.0,600,clairvoyant,6,655,533,16,0.029143897996357013,0.10526315789473684,533,137.20686469296334,2923.397213167514,39.95820054948371,600.0000000000005,0,386,7,0,0,0.011927762291217156,0.44260237129981855,1280541447.0562851,135.0,45,0.0,0.0,0.0,0.0,264,31,0.5811203299442886,0.6093010834207029,0.6682116944484914,0.2819546844132597,290.72727272727275,0.24
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=7,clairvoyant,2.0,1.0,600,clairvoyant,7,847,686,14,0.02,0.0625,686,112.14669321117196,1846.5804935508163,72.2924024189251,600.0000000000005,0,362,4,0,0,0.012667782633260828,0.3488918438202154,853365033.5524619,117.0,39,0.0,0.0,0.0,0.0,255,27,0.5846405745052957,0.5990166623460588,0.7331505638152357,0.28335122416133113,374.1818181818182,0.28
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=8,clairvoyant,2.0,1.0,600,clairvoyant,8,877,700,27,0.037138927097661624,0.13513513513513514,700,109.47075006133701,3363.1111735588447,79.31063492666844,600.0000000000005,0,643,3,0,0,0.011540783956232599,0.48613388974993504,2070427076.6959996,135.0,45,0.0,0.0,0.0,0.0,313,15,0.5209609052415766,0.548755793143718,0.7505701755374256,0.28508559945937995,381.8181818181818,0.31
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=9,clairvoyant,2.0,1.0,600,clairvoyant,9,873,697,27,0.03729281767955801,0.1323529411764706,697,116.5273865490326,3267.0766341877256,96.50149505014492,600.0000000000005,0,609,3,0,0,0.007408726131361431,0.3442487186209454,1341886528.8454003,33.0,11,0.0,0.0,0.0,0.0,317,17,0.5312632992071381,0.5631204394775731,0.7794214032431689,0.31123520250047015,380.1818181818182,0.31
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=1.0_h=600_seed=10,clairvoyant,2.0,1.0,600,clairvoyant,10,740,653,5,0.007598784194528876,0.033783783783783786,653,119.50792026134923,2276.045194505792,61.52061793486404,600.0000000000005,0,148,4,0,0,0.006070380665398383,0.2651916683314509,1178168510.89167,84.0,28,0.0,0.0,0.0,0.0,247,28,0.6811148425804873,0.6911744921836679,0.7396867896432272,0.3404509115590735,356.1818181818182,0.25
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=1,clairvoyant,2.0,3.0,60,clairvoyant,1,675,587,1,0.0017006802721088435,0.006060606060606061,587,137.92746767377866,1560.0271927968352,66.94814374505027,600.0000000000005,0,108,0,0,0,0.00038256028650126395,0.31337247605263996,1293584504.4398835,231.0,77,0.0,0.0,0.0,0.0,806,124,0.7116704546447468,0.7134197521268526,0.7102248772338773,0.2997481788432821,320.1818181818182,0.24
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=2,clairvoyant,2.0,3.0,60,clairvoyant,2,738,597,11,0.018092105263157895,0.07236842105263158,597,141.69686297620956,2525.7995160465794,54.278919463969174,600.0000000000005,0,335,5,0,0,0.008244880466188324,0.2882494486264612,980378777.4035729,135.0,45,0.0,0.0,0.0,0.0,842,113,0.6018744595892703,0.6140245498470625,0.7162818571168416,0.3302620114432877,325.6363636363636,0.25
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=3,clairvoyant,2.0,3.0,60,clairvoyant,3,874,709,27,0.036684782608695655,0.1256544502617801,709,76.49070252433648,2241.8603821437773,28.474114082480728,600.0000000000005,0,414,0,0,0,0.011787727238705619,0.4065955186857956,1703663509.294819,264.0,88,0.0,0.0,0.0,0.0,849,104,0.5663784752855373,0.5971002864421463,0.689431423348064,0.3108839481355249,386.72727272727275,0.27
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=4,clairvoyant,2.0,3.0,60,clairvoyant,4,770,665,6,0.00894187779433681,0.028735632183908046,665,96.90071444706223,1836.6088940523637,27.14091063781209,600.0,0,146,2,0,0,0.005751310498960757,0.3444758909115101,1895185802.4676378,156.0,52,0.0,0.0,0.0,0.0,768,118,0.7093454004380315,0.7178223705343194,0.6861084798991518,0.32233631379206146,362.72727272727275,0.22
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=5,clairvoyant,2.0,3.0,60,clairvoyant,5,1061,839,43,0.048752834467120185,0.17154811715481172,839,74.2239209401705,3644.0593945959754,51.72417352717454,600.0000000000005,0,970,2,0,0,0.028208461312154754,0.3210037159525669,1352232404.0795524,74.99999999999997,25,0.0,0.0,0.0,0.0,1042,26,0.49947430563095324,0.5376745224037699,0.8583383819970538,0.36696822378044985,457.6363636363637,0.36
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=6,clairvoyant,2.0,3.0,60,clairvoyant,6,646,517,17,0.031835205992509365,0.11258278145695365,517,142.4206416540901,2913.2375511436494,45.55525865918211,600.0000000000005,0,409,0,0,0,0.008057680831164806,0.4248269317642624,1608224921.0871058,135.0,45,0.0,0.0,0.0,0.0,793,76,0.5618188467000295,0.5903240148625556,0.6164126984913235,0.2988677722749509,282.0,0.22
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=7,clairvoyant,2.0,3.0,60,clairvoyant,7,848,687,15,0.021367521367521368,0.06306306306306306,687,107.85473300415197,1861.3428971895244,81.69983479848504,600.0000000000005,0,364,0,0,0,0.019725815758809988,0.3251339383594516,887702269.2439533,96.0,32,0.0,0.0,0.0,0.0,885,81,0.5804337816693333,0.5942800077881281,0.7288083582904364,0.29299774056364936,374.72727272727275,0.28
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=8,clairvoyant,2.0,3.0,60,clairvoyant,8,897,724,24,0.03208556149732621,0.12299465240641712,724,114.38612763642101,3624.562700143611,82.86151729700762,600.0000000000005,0,590,1,0,0,0.01049738685391149,0.436471955366805,1826695514.7225268,105.0,35,0.0,0.0,0.0,0.0,982,46,0.541793164711479,0.5616811528675042,0.7653955219664594,0.29825195348407113,394.90909090909093,0.3
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=9,clairvoyant,2.0,3.0,60,clairvoyant,9,871,716,23,0.03112313937753721,0.1111111111111111,716,140.26844365443384,3606.574497272692,60.907514602883644,600.0000000000005,0,629,3,0,0,0.007062408349086692,0.3077593260543647,1537048322.285824,33.0,11,0.0,0.0,0.0,0.0,1014,43,0.5481867310824963,0.5767647443210302,0.785257195533055,0.3399632656129177,390.54545454545456,0.31
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=60_seed=10,clairvoyant,2.0,3.0,60,clairvoyant,10,731,645,3,0.004629629629629629,0.020134228187919462,645,129.17230626949004,1977.176973097941,64.87900921841754,600.0000000000005,0,154,2,0,0,0.0035921348701735104,0.2752904088875769,1066679039.3637661,75.0,25,0.0,0.0,0.0,0.0,757,71,0.691523923700525,0.6964792873011192,0.7417735919046232,0.32555284321529127,351.8181818181818,0.25
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=1,clairvoyant,2.0,3.0,600,clairvoyant,1,675,587,1,0.0017006802721088435,0.006060606060606061,587,137.92746767377866,1560.0271927968352,66.94814374505027,600.0000000000005,0,108,0,0,0,0.00038256028650126395,0.31337247605263996,1293584504.4398835,231.0,77,0.0,0.0,0.0,0.0,806,124,0.7116704546447468,0.7134197521268526,0.7102248772338773,0.2997481788432821,320.1818181818182,0.22
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=2,clairvoyant,2.0,3.0,600,clairvoyant,2,738,597,11,0.018092105263157895,0.07236842105263158,597,141.69686297620956,2525.7995160465794,54.278919463969174,600.0000000000005,0,335,5,0,0,0.008244880466188324,0.2882494486264612,980378777.4035729,135.0,45,0.0,0.0,0.0,0.0,842,113,0.6018744595892703,0.6140245498470625,0.7162818571168416,0.3302620114432877,325.6363636363636,0.26
type=clairvoyant_rate_per_min=2.0_p_parallel_scale=3.0_h=600_seed=3,clairvoyant,2.0,3.0,600,clairvoyant,3,874,709,27,0.036684782608695655,0.1256544502617801,709,76.49070252433648,2241.8603821437773,28.474114082480728,600.0000000000005,0,414,0,0,0,0.011787727238705619,0.4065955186857956,1703663509.294819,264.0,88,0.0,0.0,0.0,0.0,849,104,0.5663784752855373,0.5971002864421463,0.689431423348064,0.3108839481355249,386.72727272727275,0.26
